WaRecChangeIntentId,WaRecProcessId,WaRecChangeIntentTypeCode,WaRecChangeIntentTypeOtherDS,WaRecChangeIntentDispTypeCD,SeasonalOrTempChangeStartDate,SeasonalOrTempChangeEndDate,CreatedByUserName,CreatedDatetime,ModifiedByUserName,ModifiedDatetime
6807,4223930,AddSource,,,,,SAND461,3/16/2005,SAND461,3/16/2005
6808,4224018,AddSource,,,,,SAND461,3/16/2005,SAND461,3/16/2005
6809,4214354,AddSource,,,,,SAND461,4/15/2005,SAND461,4/15/2005
6810,4240009,AddSource,,,,,SAND461,7/26/2005,SAND461,7/26/2005
6811,4219048,AddSource,,,,,SAND461,8/3/2005,SAND461,8/3/2005
6812,4249441,AddSource,,,,,SAND461,10/28/2005,SAND461,10/28/2005
6813,4250224,AddSource,,,,,SAND461,11/3/2005,SAND461,11/3/2005
6814,4187490,AddSource,,,,,SAND461,4/3/2006,SAND461,4/3/2006
6815,4187619,AddSource,,,,,SAND461,4/3/2006,SAND461,4/3/2006
6816,2075162,AddSource,,,,,SAND461,5/2/2006,SAND461,5/2/2006
6817,4272154,AddSource,,,,,SAND461,5/9/2006,SAND461,5/9/2006
6818,4231134,AddSource,,,,,SAND461,7/20/2006,SAND461,7/20/2006
6819,2087217,AddSource,,,,,SAND461,9/7/2006,SAND461,9/7/2006
6820,2087181,AddSource,,,,,SAND461,9/28/2006,SAND461,9/28/2006
6821,2086919,AddSource,,,,,SAND461,11/9/2006,SAND461,11/9/2006
6822,4215034,AddSource,,,,,SAND461,1/19/2007,SAND461,1/19/2007
6823,2283131,AddSource,,,,,SAND461,2/1/2007,SAND461,2/1/2007
6824,4274886,AddSource,,,,,SAND461,3/30/2007,SAND461,3/30/2007
6825,4251125,AddSource,,,,,SAND461,4/2/2007,SAND461,4/2/2007
6826,4303360,AddSource,,,,,SAND461,4/17/2007,SAND461,4/17/2007
6827,2032499,AddSource,,,,,SAND461,4/30/2007,SAND461,4/30/2007
6828,4410868,AddSource,,,,,SAND461,6/12/2007,SAND461,6/12/2007
6829,4421620,AddSource,,,,,SAND461,7/3/2007,SAND461,7/3/2007
6830,4201532,AddSource,,,,,SAND461,7/10/2007,SAND461,7/10/2007
6831,4216710,AddSource,,,,,SAND461,7/31/2007,SAND461,7/31/2007
6832,4259629,AddSource,,,,,SAND461,10/18/2007,SAND461,10/18/2007
6833,4466334,AddSource,,,,,SAND461,10/31/2007,SAND461,10/31/2007
6834,4240793,AddSource,,,,,SAND461,11/7/2007,SAND461,11/7/2007
6835,4471683,AddSource,,,,,SAND461,12/5/2007,SAND461,12/5/2007
6836,4477382,AddSource,,,,,SAND461,1/4/2008,SAND461,1/4/2008
6837,4480755,AddSource,,,,,SAND461,1/24/2008,SAND461,1/24/2008
6838,2075173,AddSource,,,,,SAND461,2/1/2008,SAND461,2/1/2008
6839,4487262,AddSource,,,,,SAND461,3/3/2008,SAND461,3/3/2008
6840,4267883,AddSource,,,,,SAND461,5/9/2008,SAND461,5/9/2008
6841,4502669,AddSource,,,,,SAND461,5/13/2008,SAND461,5/13/2008
6842,4519844,AddSource,,,,,SAND461,7/15/2008,SAND461,7/15/2008
6843,4492071,AddSource,,,,,SAND461,8/20/2008,SAND461,8/20/2008
6844,2085052,AddSource,,,,,SAND461,12/23/2008,SAND461,12/23/2008
6845,4314143,AddSource,,,,,SAND461,12/24/2008,SAND461,12/24/2008
6846,4314159,AddSource,,,,,SAND461,12/24/2008,SAND461,12/24/2008
6847,4312812,AddSource,,,,,SAND461,12/30/2008,SAND461,12/30/2008
6848,4257093,AddSource,,,,,SAND461,2/9/2009,SAND461,2/9/2009
6849,4334390,AddSource,,,,,SAND461,2/9/2009,SAND461,2/9/2009
6850,4411120,AddSource,,,,,SAND461,2/9/2009,SAND461,2/9/2009
6851,4400748,AddSource,,,,,SAND461,3/10/2009,SAND461,3/10/2009
6852,4474375,AddSource,,,,,SAND461,5/4/2009,SAND461,5/4/2009
6853,4474505,AddSource,,,,,SAND461,5/4/2009,SAND461,5/4/2009
6854,4474066,AddSource,,,,,SAND461,5/4/2009,SAND461,5/4/2009
6855,4474085,AddSource,,,,,SAND461,5/4/2009,SAND461,5/4/2009
6856,2032788,AddSource,,,,,SAND461,5/20/2009,SAND461,5/20/2009
6857,4314183,AddSource,,,,,SAND461,6/29/2009,SAND461,6/29/2009
6858,4626438,AddSource,,,,,SAND461,7/14/2009,SAND461,7/14/2009
6859,4218735,AddSource,,,,,SAND461,9/1/2009,SAND461,9/1/2009
6860,4512950,AddSource,,,,,SAND461,11/24/2009,SAND461,11/24/2009
6861,4540652,AddSource,,,,,SAND461,2/17/2010,SAND461,2/17/2010
6862,4404328,AddSource,,,,,SAND461,4/5/2010,SAND461,4/5/2010
6863,4553107,AddSource,,,,,SAND461,5/4/2010,SAND461,5/4/2010
6864,4639334,AddSource,,,,,SAND461,5/20/2010,SAND461,5/20/2010
6865,4498960,AddSource,,,,,SAND461,7/1/2010,SAND461,7/1/2010
6866,4289760,AddSource,,,,,SAND461,7/1/2010,SAND461,7/1/2010
6867,4695881,AddSource,,,,,SAND461,9/10/2010,SAND461,9/10/2010
6868,2086907,AddSource,,,,,SAND461,11/29/2010,SAND461,11/29/2010
6869,2084524,AddSource,,,,,SAND461,12/6/2010,SAND461,12/6/2010
6870,4519341,AddSource,,,,,SAND461,2/3/2011,SAND461,2/3/2011
6871,4413505,AddSource,,,,,SAND461,3/16/2011,SAND461,3/16/2011
6872,4147294,AddSource,,,,,SAND461,3/21/2011,SAND461,3/21/2011
6873,4197593,AddSource,,,,,SAND461,3/31/2011,SAND461,3/31/2011
6874,4197611,AddSource,,,,,SAND461,3/31/2011,SAND461,3/31/2011
6875,4675101,AddSource,,,,,SAND461,4/8/2011,SAND461,4/8/2011
6876,2084797,AddSource,,,,,SAND461,4/21/2011,SAND461,4/21/2011
6877,2084519,AddSource,,,,,SAND461,4/25/2011,SAND461,4/25/2011
6878,4647918,AddSource,,,,,SAND461,5/31/2011,SAND461,5/31/2011
6879,4734999,AddSource,,,,,SAND461,6/2/2011,SAND461,6/2/2011
6880,4255102,AddSource,,,,,SAND461,6/2/2011,SAND461,6/2/2011
6881,4470443,AddSource,,,,,SAND461,6/8/2011,SAND461,6/8/2011
6882,4502917,AddSource,,,,,SAND461,6/8/2011,SAND461,6/8/2011
6883,4699503,AddSource,,,,,SAND461,7/18/2011,SAND461,7/18/2011
6884,4341779,AddSource,,,,,SAND461,8/18/2011,SAND461,8/18/2011
6885,4341535,AddSource,,,,,SAND461,8/18/2011,SAND461,8/18/2011
6886,4342014,AddSource,,,,,SAND461,8/23/2011,SAND461,8/23/2011
6887,4342269,AddSource,,,,,SAND461,8/23/2011,SAND461,8/23/2011
6888,4342430,AddSource,,,,,SAND461,8/23/2011,SAND461,8/23/2011
6889,4342565,AddSource,,,,,SAND461,8/23/2011,SAND461,8/23/2011
6890,4679466,AddSource,,,,,SAND461,8/23/2011,SAND461,8/23/2011
6891,2085046,AddSource,,,,,SAND461,9/23/2011,SAND461,9/23/2011
6892,2085048,AddSource,,,,,SAND461,9/23/2011,SAND461,9/23/2011
6893,2032630,AddSource,,,,,SAND461,9/23/2011,SAND461,9/23/2011
6894,4649456,AddSource,,,,,SAND461,9/27/2011,SAND461,9/27/2011
6895,4663961,AddSource,,,,,SAND461,9/28/2011,SAND461,9/28/2011
6896,4716193,AddSource,,,,,SAND461,10/31/2011,SAND461,10/31/2011
6897,4219031,AddSource,,,,,SAND461,11/15/2011,SAND461,11/15/2011
6898,4218956,AddSource,,,,,SAND461,11/15/2011,SAND461,11/15/2011
6899,4212257,AddSource,,,,,SAND461,11/22/2011,SAND461,11/22/2011
6900,5003195,AddSource,,,,,SAND461,11/22/2011,SAND461,11/22/2011
6901,5003182,AddSource,,,,,SAND461,11/22/2011,SAND461,11/22/2011
6902,5037896,AddSource,,,,,SAND461,11/22/2011,SAND461,11/22/2011
6903,5038941,AddSource,,,,,SAND461,11/29/2011,SAND461,11/29/2011
6904,4687282,AddSource,,,,,SAND461,12/2/2011,SAND461,12/2/2011
6905,4656505,AddSource,,,,,SAND461,12/21/2011,SAND461,12/21/2011
6906,5038922,AddSource,,,,,SAND461,12/21/2011,SAND461,12/21/2011
6907,4314239,AddSource,,,,,SAND461,1/10/2012,SAND461,1/10/2012
6908,5080176,AddSource,,,,,SAND461,1/12/2012,SAND461,1/12/2012
6909,5080198,AddSource,,,,,SAND461,1/12/2012,SAND461,1/12/2012
6910,4462610,AddSource,,,,,SAND461,1/13/2012,SAND461,1/13/2012
6911,2075373,AddSource,,,,,SAND461,1/30/2012,SAND461,1/30/2012
6912,4653038,AddSource,,,,,SAND461,2/16/2012,SAND461,2/16/2012
6913,4656324,AddSource,,,,,SAND461,3/1/2012,SAND461,3/1/2012
6914,4724059,AddSource,,,,,SAND461,3/12/2012,SAND461,3/12/2012
6915,4565163,AddSource,,,,,SAND461,3/19/2012,SAND461,3/19/2012
6916,5199365,AddSource,,,,,SAND461,3/29/2012,SAND461,3/29/2012
6917,4519372,AddSource,,,,,SAND461,4/9/2012,SAND461,4/9/2012
6918,5200994,AddSource,,,,,SAND461,4/16/2012,SAND461,4/16/2012
6919,4736254,AddSource,,,,,SAND461,5/31/2012,SAND461,5/31/2012
6920,5042891,AddSource,,,,,SAND461,6/29/2012,SAND461,6/29/2012
6921,4235638,AddSource,,,,,SAND461,6/29/2012,SAND461,6/29/2012
6922,4194300,AddSource,,,,,SAND461,6/29/2012,SAND461,6/29/2012
6923,5318054,AddSource,,,,,SAND461,7/5/2012,SAND461,7/5/2012
6924,4244557,AddSource,,,,,SAND461,7/12/2012,SAND461,7/12/2012
6925,5321108,AddSource,,,,,SAND461,7/16/2012,SAND461,7/16/2012
6926,5321125,AddSource,,,,,SAND461,7/16/2012,SAND461,7/16/2012
6927,2032730,AddSource,,,,,SAND461,7/27/2012,SAND461,7/27/2012
6928,4415031,AddSource,,,,,SAND461,7/27/2012,SAND461,7/27/2012
6929,4145260,AddSource,,,,,SAND461,8/2/2012,SAND461,8/2/2012
6930,5405110,AddSource,,,,,SAND461,9/13/2012,SAND461,9/13/2012
6931,4601092,AddSource,,,,,SAND461,9/21/2012,SAND461,9/21/2012
6932,4244536,AddSource,,,,,SAND461,9/24/2012,SAND461,9/24/2012
6933,4194452,AddSource,,,,,SAND461,9/24/2012,SAND461,9/24/2012
6934,5442230,AddSource,,,,,SAND461,10/4/2012,SAND461,10/4/2012
6935,5442325,AddSource,,,,,SAND461,10/4/2012,SAND461,10/4/2012
6936,5442586,AddSource,,,,,SAND461,10/4/2012,SAND461,10/4/2012
6937,4415195,AddSource,,,,,SAND461,10/29/2012,SAND461,10/29/2012
6938,4660555,AddSource,,,,,SAND461,11/27/2012,SAND461,11/27/2012
6939,5523842,AddSource,,,,,SAND461,12/4/2012,SAND461,12/4/2012
6940,5523868,AddSource,,,,,SAND461,12/4/2012,SAND461,12/4/2012
6941,5523912,AddSource,,,,,SAND461,12/4/2012,SAND461,12/4/2012
6942,5524229,AddSource,,,,,SAND461,12/4/2012,SAND461,12/4/2012
6943,2084841,AddSource,,,,,SAND461,12/12/2012,SAND461,12/12/2012
6944,4581655,AddSource,,,,,SAND461,12/13/2012,SAND461,12/13/2012
6945,4581799,AddSource,,,,,SAND461,12/13/2012,SAND461,12/13/2012
6946,4734241,AddSource,,,,,SAND461,1/7/2013,SAND461,1/7/2013
6947,4722384,AddSource,,,,,SAND461,1/7/2013,SAND461,1/7/2013
6948,5002151,AddSource,,,,,SAND461,1/10/2013,SAND461,1/10/2013
6949,4164703,AddSource,,,,,SAND461,2/5/2013,SAND461,2/5/2013
6950,5604084,AddSource,,,,,SAND461,2/7/2013,SAND461,2/7/2013
6951,5645748,AddSource,,,,,SAND461,3/6/2013,SAND461,3/6/2013
6952,5443708,AddSource,,,,,SAND461,3/7/2013,SAND461,3/7/2013
6953,4157694,AddSource,,,,,SAND461,3/18/2013,SAND461,3/18/2013
6954,4157657,AddSource,,,,,SAND461,3/18/2013,SAND461,3/18/2013
6955,4663973,AddSource,,,,,SAND461,3/28/2013,SAND461,3/28/2013
6956,5079981,AddSource,,,,,SAND461,4/2/2013,SAND461,4/2/2013
6957,5118940,AddSource,,,,,SAND461,4/2/2013,SAND461,4/2/2013
6958,4692570,AddSource,,,,,SAND461,4/3/2013,SAND461,4/3/2013
6959,4647739,AddSource,,,,,SAND461,4/5/2013,SAND461,4/5/2013
6960,5039137,AddSource,,,,,SAND461,4/8/2013,SAND461,4/8/2013
6961,5039126,AddSource,,,,,SAND461,4/8/2013,SAND461,4/8/2013
6962,2032418,AddSource,,,,,SAND461,4/10/2013,SAND461,4/10/2013
6963,5524244,AddSource,,,,,SAND461,4/22/2013,SAND461,4/22/2013
6964,5355765,AddSource,,,,,SAND461,4/23/2013,SAND461,4/23/2013
6965,4212693,AddSource,,,,,SAND461,5/6/2013,SAND461,5/6/2013
6966,4697707,AddSource,,,,,SAND461,5/8/2013,SAND461,5/8/2013
6967,5039308,AddSource,,,,,SAND461,5/30/2013,SAND461,5/30/2013
6968,5767582,AddSource,,,,,SAND461,5/31/2013,SAND461,5/31/2013
6969,5239129,AddSource,,,,,SAND461,6/26/2013,SAND461,6/26/2013
6970,4711024,AddSource,,,,,SAND461,6/27/2013,SAND461,6/27/2013
6971,5801963,AddSource,,,,,SAND461,7/18/2013,SAND461,7/18/2013
6972,5801939,AddSource,,,,,SAND461,7/18/2013,SAND461,7/18/2013
6973,4249517,AddSource,,,,,SAND461,7/18/2013,SAND461,7/18/2013
6974,5724194,AddSource,,,,,SAND461,7/30/2013,SAND461,7/30/2013
6975,5320009,AddSource,,,,,SAND461,8/5/2013,SAND461,8/5/2013
6976,4684564,AddSource,,,,,SAND461,8/8/2013,SAND461,8/8/2013
6977,4714808,AddSource,,,,,SAND461,8/8/2013,SAND461,8/8/2013
6978,4652861,AddSource,,,,,SAND461,9/18/2013,SAND461,9/18/2013
6979,5724062,AddSource,,,,,SAND461,9/18/2013,SAND461,9/18/2013
6980,5602112,AddSource,,,,,SAND461,9/25/2013,SAND461,9/25/2013
6981,5767643,AddSource,,,,,SAND461,11/4/2013,SAND461,11/4/2013
6982,5921725,AddSource,,,,,SAND461,11/4/2013,SAND461,11/4/2013
6983,4565755,AddSource,,,,,SAND461,12/24/2013,SAND461,12/24/2013
6984,5602033,AddSource,,,,,SAND461,12/24/2013,SAND461,12/24/2013
6985,4486254,AddSource,,,,,SAND461,1/7/2014,SAND461,1/7/2014
6986,2087351,AddSource,,,,,SAND461,1/21/2014,SAND461,1/21/2014
6987,5039534,AddSource,,,,,SAND461,1/21/2014,SAND461,1/21/2014
6988,5480727,AddSource,,,,,SAND461,2/3/2014,SAND461,2/3/2014
6989,4309702,AddSource,,,,,SAND461,2/4/2014,SAND461,2/4/2014
6990,4502477,AddSource,,,,,SAND461,2/4/2014,SAND461,2/4/2014
6991,4442716,AddSource,,,,,SAND461,2/19/2014,SAND461,2/19/2014
6992,4225092,AddSource,,,,,SAND461,2/21/2014,SAND461,2/21/2014
6993,6127021,AddSource,,,,,SAND461,3/5/2014,SAND461,3/5/2014
6994,5965508,AddSource,,,,,SAND461,3/12/2014,SAND461,3/12/2014
6995,5843236,AddSource,,,,,SAND461,3/12/2014,SAND461,3/12/2014
6996,5525253,AddSource,,,,,SAND461,3/17/2014,SAND461,3/17/2014
6997,2087328,AddSource,,,,,SAND461,3/24/2014,SAND461,3/24/2014
6998,4669128,AddSource,,,,,SAND461,4/4/2014,SAND461,4/4/2014
6999,2032402,AddSource,,,,,SAND461,4/10/2014,SAND461,4/10/2014
7000,4883253,AddSource,,,,,SAND461,4/16/2014,SAND461,4/16/2014
7001,4883496,AddSource,,,,,SAND461,6/2/2014,SAND461,6/2/2014
7002,4399101,AddSource,,,,,SAND461,6/3/2014,SAND461,6/3/2014
7003,4845061,AddSource,,,,,SAND461,6/3/2014,SAND461,6/3/2014
7004,4845116,AddSource,,,,,SAND461,6/3/2014,SAND461,6/3/2014
7005,5724871,AddSource,,,,,SAND461,6/9/2014,SAND461,6/9/2014
7006,6085321,AddSource,,,,,SAND461,6/9/2014,SAND461,6/9/2014
7007,6085290,AddSource,,,,,SAND461,6/9/2014,SAND461,6/9/2014
7008,5602638,AddSource,,,,,SAND461,6/9/2014,SAND461,6/9/2014
7009,2085238,AddSource,,,,,SAND461,6/19/2014,SAND461,6/19/2014
7010,5965244,AddSource,,,,,SAND461,6/30/2014,SAND461,6/30/2014
7011,6047599,AddSource,,,,,SAND461,6/30/2014,SAND461,6/30/2014
7012,6166148,AddSource,,,,,SAND461,7/1/2014,SAND461,7/1/2014
7013,5965045,AddSource,,,,,SAND461,7/14/2014,SAND461,7/14/2014
7014,6269238,AddSource,,,,,SAND461,7/23/2014,SAND461,7/23/2014
7015,4158740,AddSource,,,,,SAND461,7/28/2014,SAND461,7/28/2014
7016,4158686,AddSource,,,,,SAND461,7/28/2014,SAND461,7/28/2014
7017,4556099,AddSource,,,,,SAND461,8/28/2014,SAND461,8/28/2014
7018,4556819,AddSource,,,,,SAND461,8/28/2014,SAND461,8/28/2014
7019,4556853,AddSource,,,,,SAND461,8/28/2014,SAND461,8/28/2014
7020,6319697,AddSource,,,,,SAND461,10/22/2014,SAND461,10/22/2014
7021,2032379,AddSource,,,,,SAND461,10/27/2014,SAND461,10/27/2014
7022,6006631,AddSource,,,,,SAND461,11/20/2014,SAND461,11/20/2014
7023,6323798,AddSource,,,,,SAND461,12/4/2014,SAND461,12/4/2014
7024,6323850,AddSource,,,,,SAND461,12/4/2014,SAND461,12/4/2014
7025,4234796,AddSource,,,,,SAND461,12/4/2014,SAND461,12/4/2014
7026,6006603,AddSource,,,,,SAND461,12/4/2014,SAND461,12/4/2014
7027,6220695,AddSource,,,,,SAND461,12/11/2014,SAND461,12/11/2014
7028,5724106,AddSource,,,,,SAND461,12/11/2014,SAND461,12/11/2014
7029,6048338,AddSource,,,,,SAND461,1/6/2015,SAND461,1/6/2015
7030,4261947,AddSource,,,,,SAND461,1/14/2015,SAND461,1/14/2015
7031,4181079,AddSource,,,,,SAND461,1/14/2015,SAND461,1/14/2015
7032,4162310,AddSource,,,,,SAND461,2/5/2015,SAND461,2/5/2015
7033,4147258,AddSource,,,,,SAND461,2/9/2015,SAND461,2/9/2015
7034,4147269,AddSource,,,,,SAND461,2/9/2015,SAND461,2/9/2015
7035,5000985,AddSource,,,,,SAND461,3/3/2015,SAND461,3/3/2015
7036,4187905,AddSource,,,,,SAND461,3/30/2015,SAND461,3/30/2015
7037,6282494,AddSource,,,,,SAND461,4/2/2015,SAND461,4/2/2015
7038,4305261,AddSource,,,,,SAND461,4/3/2015,SAND461,4/3/2015
7040,6460695,AddSource,,,,,SAND461,4/14/2015,SAND461,4/14/2015
7041,2086856,AddSource,,,,,SAND461,5/15/2015,SAND461,5/15/2015
7042,4673019,AddSource,,,,,SAND461,5/15/2015,SAND461,5/15/2015
7043,4149841,AddSource,,,,,SAND461,5/15/2015,SAND461,5/15/2015
7044,4645314,AddSource,,,,,SAND461,5/28/2015,SAND461,5/28/2015
7045,6202524,AddSource,,,,,SAND461,6/4/2015,SAND461,6/4/2015
7046,6664492,AddSource,,,,,SAND461,6/25/2015,SAND461,6/25/2015
7047,6506289,AddSource,,,,,SAND461,7/15/2015,SAND461,7/15/2015
7048,2032874,AddSource,,,,,SAND461,7/16/2015,SAND461,7/16/2015
7050,6676777,AddSource,,,,,SAND461,7/27/2015,SAND461,7/27/2015
7051,6359773,AddSource,,,,,SAND461,7/30/2015,SAND461,7/30/2015
7052,6680174,AddSource,,,,,SAND461,7/30/2015,SAND461,7/30/2015
7053,6675853,AddSource,,,,,SAND461,8/13/2015,SAND461,8/13/2015
7054,6260547,AddSource,,,,,SAND461,8/17/2015,SAND461,8/17/2015
7055,6260062,AddSource,,,,,SAND461,8/17/2015,SAND461,8/17/2015
7056,4653835,AddSource,,,,,SAND461,8/31/2015,SAND461,8/31/2015
7057,6717809,AddSource,,,,,SAND461,9/2/2015,SAND461,9/2/2015
7058,6721293,AddSource,,,,,SAND461,9/9/2015,SAND461,9/9/2015
7059,6721621,AddSource,,,,,SAND461,9/10/2015,SAND461,9/10/2015
7060,6723244,AddSource,,,,,SAND461,9/14/2015,SAND461,9/14/2015
7061,4205174,AddSource,,,,,SFOX461,8/29/2007,SFOX461,8/29/2007
7062,4205156,AddSource,,,,,SFOX461,8/29/2007,SFOX461,8/29/2007
7063,4203671,AddSource,,,,,SFOX461,8/29/2007,SFOX461,8/29/2007
7064,4204313,AddSource,,,,,SFOX461,8/28/2008,SFOX461,8/28/2008
7065,2214814,AddSource,,,,,SFOX461,10/8/2008,SFOX461,10/8/2008
7066,4275132,AddSource,,,,,SFOX461,10/28/2008,SFOX461,10/28/2008
7067,4197294,AddSource,,,,,SFOX461,11/14/2008,SFOX461,11/14/2008
7068,2223020,AddSource,,,,,SFOX461,2/25/2010,SFOX461,2/25/2010
7069,4682904,AddSource,,,,,SFOX461,6/3/2010,SFOX461,6/3/2010
7070,4682989,AddSource,,,,,SFOX461,6/3/2010,SFOX461,6/3/2010
7071,4530354,AddSource,,,,,SFOX461,7/13/2010,SFOX461,7/13/2010
7072,4296416,AddSource,,,,,SFOX461,10/20/2010,SFOX461,10/20/2010
7073,4727004,AddSource,,,,,SFOX461,4/6/2011,SFOX461,4/6/2011
7074,4194074,AddSource,,,,,SFOX461,7/29/2011,SFOX461,7/29/2011
7075,4275157,AddSource,,,,,SFOX461,7/29/2011,SFOX461,7/29/2011
7076,4194063,AddSource,,,,,SFOX461,7/29/2011,SFOX461,7/29/2011
7077,2223062,AddSource,,,,,SFOX461,7/29/2011,SFOX461,7/29/2011
7078,4738344,AddSource,,,,,SFOX461,8/24/2011,SFOX461,8/24/2011
7079,2221067,AddSource,,,,,SFOX461,8/25/2011,SFOX461,8/25/2011
7080,4143109,AddSource,,,,,SFOX461,8/30/2011,SFOX461,8/30/2011
7081,2223109,AddSource,,,,,SFOX461,9/8/2011,SFOX461,9/8/2011
7082,4230300,AddSource,,,,,SFOX461,9/16/2011,SFOX461,9/16/2011
7083,4500398,AddSource,,,,,SFOX461,9/16/2011,SFOX461,9/16/2011
7084,4998300,AddSource,,,,,SFOX461,10/21/2011,SFOX461,10/21/2011
7085,4148707,AddSource,,,,,SFOX461,10/21/2011,SFOX461,10/21/2011
7086,2222695,AddSource,,,,,SFOX461,10/21/2011,SFOX461,10/21/2011
7087,2147239,AddSource,,,,,SFOX461,10/21/2011,SFOX461,10/21/2011
7088,2147087,AddSource,,,,,SFOX461,10/21/2011,SFOX461,10/21/2011
7089,4239950,AddSource,,,,,SFOX461,10/21/2011,SFOX461,10/21/2011
7090,4275138,AddSource,,,,,SFOX461,11/3/2011,SFOX461,11/3/2011
7091,4500623,AddSource,,,,,SFOX461,11/3/2011,SFOX461,11/3/2011
7092,2221100,AddSource,,,,,SFOX461,12/5/2011,SFOX461,12/5/2011
7093,5039765,AddSource,,,,,SFOX461,12/5/2011,SFOX461,12/5/2011
7094,4394872,AddSource,,,,,SFOX461,4/16/2012,SFOX461,4/16/2012
7095,4636722,AddSource,,,,,SFOX461,4/24/2012,SFOX461,4/24/2012
7096,4194431,AddSource,,,,,SFOX461,6/12/2012,SFOX461,6/12/2012
7097,4193865,AddSource,,,,,SFOX461,6/12/2012,SFOX461,6/12/2012
7099,2285663,AddSource,,,,,SFOX461,8/1/2012,SFOX461,8/1/2012
7100,2087182,AddSource,,,,,SFOX461,8/6/2012,SFOX461,8/6/2012
7101,4152466,AddSource,,,,,SFOX461,8/6/2012,SFOX461,8/6/2012
7102,2032408,AddSource,,,,,SFOX461,8/6/2012,SFOX461,8/6/2012
7103,4157777,AddSource,,,,,SFOX461,8/7/2012,SFOX461,8/7/2012
7104,4493029,AddSource,,,,,SFOX461,8/7/2012,SFOX461,8/7/2012
7105,4200174,AddSource,,,,,SFOX461,8/8/2012,SFOX461,8/8/2012
7106,4657880,AddSource,,,,,SFOX461,8/21/2012,SFOX461,8/21/2012
7107,4495632,AddSource,,,,,SFOX461,8/21/2012,SFOX461,8/21/2012
7108,4713013,AddSource,,,,,SFOX461,9/11/2012,SFOX461,9/11/2012
7109,4712793,AddSource,,,,,SFOX461,9/11/2012,SFOX461,9/11/2012
7110,4712776,AddSource,,,,,SFOX461,9/11/2012,SFOX461,9/11/2012
7111,4196840,AddSource,,,,,SFOX461,9/18/2012,SFOX461,9/18/2012
7112,4249861,AddSource,,,,,SFOX461,9/18/2012,SFOX461,9/18/2012
7113,4249849,AddSource,,,,,SFOX461,9/18/2012,SFOX461,9/18/2012
7114,2032624,AddSource,,,,,SFOX461,10/1/2012,SFOX461,10/1/2012
7115,2032726,AddSource,,,,,SFOX461,10/1/2012,SFOX461,10/1/2012
7116,2075131,AddSource,,,,,SFOX461,10/1/2012,SFOX461,10/1/2012
7117,4664991,AddSource,,,,,SFOX461,10/1/2012,SFOX461,10/1/2012
7118,2085120,AddSource,,,,,SFOX461,10/1/2012,SFOX461,10/1/2012
7119,4412156,AddSource,,,,,SFOX461,10/1/2012,SFOX461,10/1/2012
7120,4412095,AddSource,,,,,SFOX461,10/1/2012,SFOX461,10/1/2012
7121,2087518,AddSource,,,,,SFOX461,10/1/2012,SFOX461,10/1/2012
7122,4223713,AddSource,,,,,SFOX461,10/1/2012,SFOX461,10/1/2012
7123,4247804,AddSource,,,,,SFOX461,10/2/2012,SFOX461,10/2/2012
7124,4243774,AddSource,,,,,SFOX461,10/2/2012,SFOX461,10/2/2012
7125,2086917,AddSource,,,,,SFOX461,10/2/2012,SFOX461,10/2/2012
7126,4162199,AddSource,,,,,SFOX461,10/2/2012,SFOX461,10/2/2012
7127,4201523,AddSource,,,,,SFOX461,10/2/2012,SFOX461,10/2/2012
7128,2032999,AddSource,,,,,SFOX461,10/2/2012,SFOX461,10/2/2012
7129,2084781,AddSource,,,,,SFOX461,10/2/2012,SFOX461,10/2/2012
7130,4194053,AddSource,,,,,SFOX461,10/16/2012,SFOX461,10/16/2012
7131,2222975,AddSource,,,,,SFOX461,10/16/2012,SFOX461,10/16/2012
7132,4149230,AddSource,,,,,SFOX461,11/13/2012,SFOX461,11/13/2012
7133,4149287,AddSource,,,,,SFOX461,11/13/2012,SFOX461,11/13/2012
7134,4675690,AddSource,,,,,SFOX461,11/13/2012,SFOX461,11/13/2012
7135,4522715,AddSource,,,,,SFOX461,3/15/2013,SFOX461,3/15/2013
7136,5684349,AddSource,,,,,SFOX461,4/5/2013,SFOX461,4/5/2013
7137,4809924,AddSource,,,,,SFOX461,4/19/2013,SFOX461,4/19/2013
7138,4200329,AddSource,,,,,SFOX461,5/21/2013,SFOX461,5/21/2013
7139,2223019,AddSource,,,,,SFOX461,1/28/2014,SFOX461,1/28/2014
7140,6086868,AddSource,,,,,SFOX461,1/31/2014,SFOX461,1/31/2014
7141,6087084,AddSource,,,,,SFOX461,1/31/2014,SFOX461,1/31/2014
7142,6087138,AddSource,,,,,SFOX461,2/3/2014,SFOX461,2/3/2014
7143,2220550,AddSource,,,,,SFOX461,2/3/2014,SFOX461,2/3/2014
7144,4600116,AddSource,,,,,SFOX461,2/18/2014,SFOX461,2/18/2014
7145,4733646,AddSource,,,,,SFOX461,10/14/2014,SFOX461,10/14/2014
7146,4730613,AddSource,,,,,SFOX461,10/24/2014,SFOX461,10/24/2014
7147,6360370,AddSource,,,,,SFOX461,11/24/2014,SFOX461,11/24/2014
7148,6411426,AddSource,,,,,SFOX461,2/2/2015,SFOX461,2/2/2015
7149,6411415,AddSource,,,,,SFOX461,2/2/2015,SFOX461,2/2/2015
7150,6271115,AddSource,,,,,SFOX461,2/13/2015,SFOX461,2/13/2015
