WR_Doc_ID,Parent,Parent_Qa,AnnualVolumeQuantity_filled
4759742,NULL,,240
4759752,NULL,,150
4759764,NULL,,180
4759776,NULL,,311.85
4759786,NULL,,360
4759796,NULL,,114
4759806,NULL,,150
4759816,NULL,,480
4759826,NULL,,240
4759836,NULL,,123
4759848,NULL,,125981
4759864,NULL,,22183
4759923,NULL,,15
4759934,NULL,,100
4759946,NULL,,375
4759960,NULL,,1668
4759973,NULL,,456
4760006,NULL,,19.8
4760018,NULL,,13.2
4760053,NULL,,9
4760108,NULL,,7.04
4760158,NULL,,42
4760169,NULL,,93
4760215,NULL,,150
4760227,NULL,,50.5
4760240,NULL,,162
4760252,NULL,,77
4760263,NULL,,61
4760274,NULL,,26
4760285,NULL,,20
4760307,NULL,,242
4760329,NULL,,12
4760354,NULL,,12.5
4760422,NULL,,30.6
4760434,NULL,,85
4760466,NULL,,10
4760477,NULL,,12
4760509,NULL,,2
4760530,NULL,,6.6
4760562,NULL,,53
4760594,NULL,,108
4760616,NULL,,51.76
4760632,NULL,,6
4760662,NULL,,7.5
4760687,NULL,,3.44
4760700,NULL,,3.44
4760713,NULL,,6.88
4760726,NULL,,57.83
4760740,NULL,,43.91
4760753,NULL,,92.38
4760797,NULL,,2
4760832,NULL,,7.3
4760878,NULL,,24.5
4760940,NULL,,28.5
4760968,NULL,,8
4761003,NULL,,5
4761014,NULL,,14.9
4761027,NULL,,39
4761114,NULL,,2
4761126,NULL,,15
4761135,NULL,,40
4761149,NULL,,32.8
4761160,NULL,,68
4761175,NULL,,33
4761189,NULL,,76
4761214,NULL,,15
4761229,NULL,,17
4761244,NULL,,40
4761254,NULL,,54
4761264,NULL,,10
4761275,NULL,,214
4761287,NULL,,146.3
4761314,NULL,,3.2
4761324,NULL,,2.3
4761334,NULL,,2.3
4761378,NULL,,35
4761518,NULL,,1111.48
4761530,NULL,,250.6
4761623,NULL,,260.8
4761639,NULL,,28
4761651,NULL,,1300
4761676,NULL,,18
4761693,NULL,,114
4761705,NULL,,160
4761715,NULL,,38.2
4761726,NULL,,54
4761736,NULL,,12
4761763,NULL,,41.58
4761775,NULL,,243.5
4761788,NULL,,676
4761801,NULL,,386.5
4761811,NULL,,72.4
4761821,NULL,,121.5
4761847,NULL,,152
4761861,NULL,,16
4761871,NULL,,33.6
4761881,NULL,,194.85
4761894,NULL,,154.6
4761904,NULL,,18
4761914,NULL,,188
4761929,NULL,,48
4761939,NULL,,217.8
4761953,NULL,,144
4761967,NULL,,48
4761977,NULL,,5.25
4761987,NULL,,204
4761999,NULL,,186.9
4762010,NULL,,91.184
4762026,NULL,,13.5
4762036,NULL,,67
4762060,NULL,,75
4762072,NULL,,58.2
4762084,NULL,,106.5
4762098,NULL,,51
4762109,NULL,,36
4762119,NULL,,90
4762130,NULL,,80
4762142,NULL,,37.5
4762152,NULL,,4.5
4762163,NULL,,45
4762175,NULL,,60
4762187,NULL,,67.5
4762199,NULL,,117
4762211,NULL,,95.6
4762223,NULL,,50.84
4762235,NULL,,12
4762245,NULL,,36
4762259,NULL,,120
4762269,NULL,,478.8
4762300,NULL,,14
4762310,NULL,,27.2
4762322,NULL,,27
4762335,NULL,,194.85
4762350,NULL,,7.16
4762371,NULL,,18
4762381,NULL,,18
4762391,NULL,,72
4762404,NULL,,322
4762415,NULL,,211
4762427,NULL,,85
4762439,NULL,,30
4762449,NULL,,748.6
4762462,NULL,,36
4762478,NULL,,12
4762504,NULL,,8
4762514,NULL,,1733
4762529,NULL,,202.5
4762539,NULL,,320
4762550,NULL,,15
4762563,NULL,,67.5
4762575,NULL,,54
4762604,NULL,,193.5
4762615,NULL,,24
4762626,NULL,,68
4762641,NULL,,29.4
4762651,NULL,,39
4762662,NULL,,7.5
4762672,NULL,,204
4762685,NULL,,150
4762695,NULL,,127
4762706,NULL,,400
4762723,NULL,,401
4762734,NULL,,250
4762746,NULL,,52
4762757,NULL,,52
4762768,NULL,,623.5
4762782,NULL,,915
4762793,NULL,,247
4762804,NULL,,683
4762828,NULL,,7.5
4762849,NULL,,144
4762861,NULL,,96
4762875,NULL,,1
4762885,NULL,,100
4762897,NULL,,6
4762924,NULL,,19.5
4762934,NULL,,17.5
4762947,NULL,,103
4762981,NULL,,10
4762992,NULL,,46
4763003,NULL,,979
4763014,NULL,,302
4763025,NULL,,700
4763040,NULL,,87
4763050,NULL,,24
4763060,NULL,,204
4763071,NULL,,3
4763080,NULL,,118
4763091,NULL,,10
4763125,NULL,,10
4763136,NULL,,42
4763152,NULL,,12
4763168,NULL,,12
4763181,NULL,,286.7
4763196,NULL,,133.85
4763206,NULL,,173.8
4763225,NULL,,12
4763237,NULL,,34
4763259,NULL,,24
4763281,NULL,,42
4763313,NULL,,39.95
4763345,NULL,,22
4763363,NULL,,12
4763379,NULL,,32
4763389,NULL,,24
4763432,NULL,,30
4763444,NULL,,5.5
4763457,NULL,,34.5
4763470,NULL,,13
4763483,NULL,,160
4763495,NULL,,100
4763507,NULL,,605
4763519,NULL,,292
4763531,NULL,,83.4
4763543,NULL,,354.7
4763559,NULL,,12.5
4763570,NULL,,77.5
4763581,NULL,,3214.7
4763596,NULL,,34.6
4763610,NULL,,25.5
4763624,NULL,,46.8
4763636,NULL,,277.2
4763647,NULL,,101
4763661,NULL,,320.5
4763673,NULL,,266
4763684,NULL,,182.49
4763696,NULL,,5
4763706,NULL,,6.25
4763718,NULL,,100
4763728,NULL,,400
4763740,NULL,,527.16
4763751,NULL,,11.85
4763764,NULL,,50.5
4763775,NULL,,51.4
4763792,NULL,,60
4763808,NULL,,375
4763818,NULL,,280.5
4763831,NULL,,160
4763841,NULL,,100.25
4763853,NULL,,37.5
4763863,NULL,,499
4763874,NULL,,48.79
4763885,NULL,,121
4763896,NULL,,327
4763908,NULL,,146.5
4763919,NULL,,370
4763931,NULL,,1625.78
4763953,NULL,,15
4763965,NULL,,737.5
4763980,NULL,,750
4763998,NULL,,205
4764011,NULL,,355
4764027,NULL,,61
4764039,NULL,,450
4764049,NULL,,55.9
4764062,NULL,,34
4764076,NULL,,67
4764090,NULL,,202
4764104,NULL,,152.92
4764115,NULL,,26.5
4764127,NULL,,35
4764153,NULL,,190
4764165,NULL,,77
4764176,NULL,,2.5
4764186,NULL,,100
4764200,NULL,,200
4764215,NULL,,730
4764228,NULL,,331.72
4764241,NULL,,139
4764254,NULL,,500
4764265,NULL,,2
4764278,NULL,,171
4764290,NULL,,331
4764300,NULL,,28
4764335,NULL,,336000
4764363,NULL,,393000
4764372,NULL,,4545.9302
4764384,NULL,,62396
4764397,NULL,,243217
4764410,NULL,,21.3
4764421,NULL,,1892
4764432,NULL,,275
4764442,NULL,,25.75
4764453,NULL,,4
4764476,NULL,,140
4764501,NULL,,49.5
4764511,NULL,,1325.5
4764525,NULL,,104.5
4764535,NULL,,19.25
4764547,NULL,,24
4764557,NULL,,234
4764568,NULL,,250
4764596,NULL,,151.25
4764610,NULL,,2
4764620,NULL,,21866
4764631,NULL,,42.25
4764644,NULL,,67
4764658,NULL,,110
4764670,NULL,,49.5
4764679,NULL,,55
4764690,NULL,,52.25
4764700,NULL,,357.5
4764714,NULL,,11
4764725,NULL,,19.25
4764736,NULL,,44.7
4764747,NULL,,96
4764762,NULL,,260
4764773,NULL,,29
4764786,NULL,,14961.0996
4764812,NULL,,10.3
4764824,NULL,,4
4764836,NULL,,4
4764848,NULL,,4.2
4764875,NULL,,82
4764897,NULL,,121
4764910,NULL,,8
4764923,NULL,,47
4764934,NULL,,12.5
4764945,NULL,,95
4764957,NULL,,41.25
4764979,NULL,,192.5
4765001,NULL,,112
4765014,NULL,,7
4765025,NULL,,46
4765036,NULL,,25
4765047,NULL,,412
4765063,NULL,,68
4765083,NULL,,159.5
4765094,NULL,,1131.892
4765106,NULL,,837
4765115,NULL,,33025
4765138,NULL,,16800
4765163,NULL,,1935
4765177,NULL,,14089
4765190,NULL,,145776
4765200,NULL,,12698
4765213,NULL,,138
4765226,4556853,260796,260796
4765239,NULL,,12000
4765251,NULL,,260
4765263,NULL,,60398
4765274,NULL,,17970.5
4765291,NULL,,5990.2002
4765308,NULL,,1107
4765320,NULL,,4281.2998
4765333,NULL,,13781
4765342,NULL,,959.4
4765353,NULL,,44040
4765363,NULL,,597
4765375,NULL,,299
4765384,NULL,,299
4765393,NULL,,149
4765405,NULL,,8609
4765414,NULL,,1200
4765423,NULL,,4222
4765433,NULL,,30
4765449,NULL,,54
4765461,NULL,,76
4765473,NULL,,230
4765497,NULL,,30
4765515,NULL,,160
4765527,NULL,,10
4765538,NULL,,2.5
4765561,NULL,,9.2
4765622,NULL,,25767.5
4765632,NULL,,8200
4765642,NULL,,18000
4765678,NULL,,10246
4765687,NULL,,18000
4765707,NULL,,250000
4765724,NULL,,100000
4765772,NULL,,5501
4765793,NULL,,1560
4765804,NULL,,2879
4765816,NULL,,3580
4765827,NULL,,380
4765839,NULL,,220
4765851,NULL,,123.48
4765862,NULL,,2206
4765876,NULL,,1354.2
4765893,NULL,,300.5
4765906,NULL,,82.6
4765921,NULL,,2332
4765935,NULL,,11
4765947,NULL,,250
4765962,NULL,,10.25
4765973,NULL,,10.25
4765986,NULL,,11
4765997,NULL,,19.25
4766009,NULL,,2.76
4766045,NULL,,891.015
4766059,NULL,,309.6
4766089,NULL,,88.36
4766099,NULL,,633.5
4766132,NULL,,285.9
4766144,NULL,,118.8
4766167,NULL,,176
4766178,NULL,,42
4766189,NULL,,2684.5
4766225,NULL,,975
4766237,NULL,,88
4766249,NULL,,54
4766262,NULL,,1143.45
4766286,NULL,,541.5
4766300,NULL,,9600
4766317,NULL,,48
4766327,NULL,,78
4766339,NULL,,135.5
4766350,NULL,,39
4766360,NULL,,15
4766374,NULL,,279.6
4766384,NULL,,173.64
4766396,NULL,,753.9
4766451,NULL,,36
4766464,NULL,,12.25
4766478,NULL,,18.375
4766495,NULL,,4.31
4766545,NULL,,21.5
4766560,NULL,,195.495
4766574,NULL,,35.08
4766587,NULL,,90.83
4766597,NULL,,294.1
4766607,NULL,,100
4766617,NULL,,38.5
4766627,NULL,,17.5
4766637,NULL,,347.2
4766649,NULL,,96
4766659,NULL,,1968.385
4766689,NULL,,84.16
4766719,NULL,,428
4766729,NULL,,5
4766740,NULL,,677
4766751,NULL,,3
4766762,NULL,,20
4766773,NULL,,202.18
4766783,NULL,,283
4766793,NULL,,8.5
4766805,NULL,,25.366
4766818,NULL,,25.08
4766830,NULL,,186
4766843,NULL,,673.06
4766853,NULL,,250
4766862,NULL,,3711
4766880,NULL,,100
4766936,NULL,,193
4766969,NULL,,541
4767079,NULL,,2
4767090,NULL,,8
4767100,NULL,,3
4767110,NULL,,2.5
4767125,NULL,,2.5
4767138,NULL,,2.5
4767152,NULL,,16
4767162,NULL,,633
4767186,NULL,,60
4767199,NULL,,56.58
4767211,NULL,,49
4767230,NULL,,102
4767257,NULL,,217
4767276,NULL,,26
4767289,NULL,,24
4767302,NULL,,66
4767314,NULL,,37.33
4767327,NULL,,43.35
4767340,NULL,,16.43
4767356,NULL,,37.33
4767369,NULL,,42
4845639,2134495,650,100
4846074,2134457,35,3.95
4846090,2134457,35,23.5
4847426,2079288,312,113
4885221,NULL,,12
4886431,4673999,244.2,235.5
4886613,4673999,244.2,4
4924499,2084364,23.5,17.5
4963269,4741468,25.64,9.05
5001088,2034347,3020,1041
5002973,2078494,1440,60
5018700,NULL,,3
5018713,NULL,,6
5018723,NULL,,9
5018741,NULL,,12
5018856,NULL,,33
5040451,2141402,73.6,25
5040465,2141402,73.6,8.6
5040490,2141402,73.6,8.6
5040504,2141402,73.6,8.6
5040518,2141402,73.6,9
5040532,2141402,73.6,13.8
5040550,2143131,278.4,94.6
5040561,2143131,278.4,32.6
5040573,2143131,278.4,32.6
5040585,2143131,278.4,32.6
5040596,2143131,278.4,34
5040608,2143131,278.4,52
5042659,2141349,689.6,482.6
5042788,2143110,300,50.8
5042822,2134408,450,76.2
5042841,2134408,450,37.5
5042857,2134408,450,17.55
5042891,2079927,309,224.9
5043212,2143503,150,25.4
5043225,2143503,150,12.5
5043238,2143503,150,5.85
5043251,2140621,108,59.49
5043269,2140621,108,17.85
5043284,2140621,108,11.7
5043307,2140621,108,18.96
5043643,2082772,786,645
5052701,NULL,,26.157
5052711,NULL,,26.157
5078855,2049858,20,20
5078908,2048700,214,38.52
5078919,2048700,214,28.89
5080460,2032466,118.3,6
5115328,5039674,2605.5,588
5117814,2079927,309,11.375
5118336,2083923,165,134
5156306,2143435,500,296.55
5156324,2143435,500,22.7
5156337,2143435,500,7.45
5156349,2143435,500,3.3
5156385,2143435,500,170
5160861,2139513,1080,1080
5161927,2083057,62,62
5162239,2136152,160,144
5162377,2075970,276,276
5162405,2075972,364,364
5163209,2133774,774,41.5
5163236,4766531,18.36,6.199
5177671,NULL,,96.431
5177682,NULL,,19.61
5177693,NULL,,65.028
5177704,NULL,,92.5
5199934,2134018,150,150
5199964,2134513,45,45
5200001,2136720,600,395
5200108,2139101,546,174.1
5200120,2139101,546,48.1
5200133,2139101,546,47.9
5200146,2139101,546,47.4
5200187,2134232,395.5,184.85
5200201,2134232,395.5,51.1
5200213,2134232,395.5,50.85
5201568,2084689,112053,8216
5203120,5040679,59.987,7.7325
5203259,5040679,59.987,7.7325
5238808,4886561,4.7,4.7
5241065,2080128,94,94
5278183,2143209,832,577
5278203,2143210,832,577
5282269,2134818,125,2.25
5283551,NULL,,402
5283574,2134021,400,203
5319968,2082849,225,225
5320009,2039003,1104,184.7
5320028,2083752,400,200
5320062,2081813,744,420
5320110,2082959,24,24
5356080,2032584,26.89,15.568
5356310,2144561,1520,32
5356325,2143444,294,32
5356464,2050237,3165,112.5
5356486,2050237,3165,112.5
5356505,2050237,3165,22.5
5356517,2050237,3165,89.6
5356528,2050237,3165,15
5356540,2050237,3165,39.35
5356555,2050237,3165,33.75
5357075,2135776,520,520
5357090,2134548,160,43.9
5357411,2134627,78.5,25.8
5357428,2134627,78.5,46.6
5358301,2133851,30,17.6
5358315,2133835,870,458
5358516,2140662,560,145.6
5358533,2138025,1767,296.4
5358644,2142311,18,2.05
5362929,NULL,,5
5370889,NULL,,15.1
5404384,2070556,294,32.2
5404397,2060669,100,3.23
5404714,4758809,60.031,5
5405303,2141502,180,9.22
5405319,2142556,180,9.48
5441741,2141329,256,4
5444052,2130928,2920,1110
5479749,2134300,40,24
5479838,2144151,21,21
5480872,2079320,362.5,82.06
5480950,2081211,73,73
5485009,2144849,5952,5952
5523070,2132416,360,360
5523791,2082276,106,106
5523805,2141383,400,50.48
5545568,NULL,,79.43
5545579,NULL,,4.75
5545590,NULL,,64.49
5545606,NULL,,1.25
5545621,NULL,,80.15
5545632,NULL,,67.35
5545681,NULL,,28.3
5545698,NULL,,130.18
5600609,4726863,2357,1353
5601975,2283604,1245.2,1245.2
5602069,2080658,65,65
5602638,4751621,72,72
5602918,2136375,204,204
5603549,2283663,100,56
5605168,2080044,166,150
5645278,2133726,12,7
5645392,2032599,23.8,11.9
5681815,2144364,1396,1395
5682288,2283400,240,224
5682297,2283400,240,16
5724163,4162180,664.7,664.7
5724617,2134323,12.5,5
5724840,2082916,464,464
5725790,2135021,5,4.12
5725990,2038639,400,57.98
5726002,2038639,400,7.8
5726014,2038639,400,80.34
5728147,2141383,400,277.32
5728202,2134202,250,141.84
5728242,2142913,168,116.47
5767643,5404482,21866,21866
5768596,2143156,80,11.67
5791592,NULL,,27.26
5801465,2084078,200,100
5801481,2084078,200,100
5801870,2084689,112053,3872.73
5803408,2076446,270,270
5804215,2084689,112053,901.51
5843582,2076946,136,13.6
5843599,2076946,136,5.2
5844558,2134368,260,33.83
5844581,2134202,250,32.65
5844628,2134202,250,32.65
5844644,2134368,260,33.83
5844829,2143152,67.5,41.9
5844847,2142647,33.75,33.75
5849770,NULL,,30.25
5886559,2141332,280,280
5886586,2144326,400,258
5886618,2140945,427,275
5886655,2141900,64.8,64.5
5886670,2141901,140,90.3
5920800,2134818,125,2.25
5922736,2140972,168,19.2
5922747,2140972,168,19.2
5922760,2140972,168,19.2
5922780,2140972,168,19.2
5922792,2140972,168,19.202
5922809,2140972,168,19.202
5922825,2140972,168,30.676
5922838,2140972,168,22.108
5925840,2079285,104.8,104.8
5963617,2079287,140.5,98.07
5965661,NULL,,3504.25
5967023,2133798,210,133
6005574,2136565,340,146.5
6005623,2135756,484,208.6
6006572,2142311,18,2.05
6006590,2142311,18,2.05
6006603,2081048,136,78
6006616,2142311,18,2.05
6006631,2081048,136,58
6006640,2142311,18,2.05
6006674,2142311,18,2.05
6007369,2138980,167.4,91.25
6007743,2142450,28,28
6007762,2143389,50.8,1.7
6007864,2143503,150,77.4
6007887,2143110,300,211
6007906,2134408,450,232.2
6008032,5683000,432,432
6008088,5682966,240,240
6008119,5683023,240,240
6008611,2139375,1383,10
6009018,2134818,125,1.25
6045209,4761748,12.2,12.2
6047534,2131615,19995,18190.75
6047653,2131615,19995,1802.25
6048143,6048130,800,24
6048156,6048130,800,160
6048272,4764990,77,44
6048330,2069330,16,11.5
6066647,NULL,,9.39
6087685,2142471,80,4.88
6129654,2134293,40,5.72
6129939,4711068,160,160
6130149,NULL,,511
6145771,NULL,,27.735
6145785,NULL,,38.405
6145801,NULL,,71.1
6145815,NULL,,17.863
6145829,NULL,,94.23
6145843,NULL,,122.65
6145858,NULL,,21.101
6145910,NULL,,77.82
6145924,NULL,,117.099
6145938,NULL,,56.71
6145952,NULL,,65.81
6145967,NULL,,138.196
6145982,NULL,,420.585
6149378,NULL,,250
6164182,2133987,6,1.2
6164205,2133987,6,1.2
6164225,2133987,6,1.2
6164249,2133757,54,9.3
6164265,2133757,54,9.3
6164279,2133757,54,2.3
6164594,2134896,250,16.37
6166112,NULL,,86
6201933,6007383,40.15,40.15
6202317,4687117,2402,2402
6202438,2142919,400,167.5
6202452,2139785,558,468
6202472,2080957,129,129
6203103,NULL,,5
6206769,2079200,400,400
6220887,2045144,120,75.43
6221595,2086696,1920,1440
6221605,2086696,1920,480
6265129,NULL,,15.47
6265350,2139375,1383,15.8
6265362,2138025,1767,60
6265374,2140662,560,44.2
6279888,4745277,7.31,7.31
6280374,4747577,60,49.07
6280389,4747564,130.2,98.33
6280440,4755294,241,177.56
6282678,2283663,100,33
6300862,NULL,,173
6319697,2076169,400,400
6323369,NULL,29.9,16.63
6323382,NULL,29.9,3.36
6355118,NULL,,540.07
6355131,NULL,,177.338
6364413,4746693,150,89.35
6364535,4746622,390,346.96
6367289,2141410,209.6,128.6
6388082,NULL,,13.96
6388086,NULL,,25.4
6414832,4749076,2.61,2.61
6416312,2143057,343,159.41
6416326,2143057,343,181.16
6416342,2142890,40,22.45
6440716,NULL,,61.48
6440727,NULL,,27.32
6463254,2084451,202,202
6464529,2144438,930,930
6505760,NULL,,516
6509617,2134740,66.25,50.7
6520508,NULL,,3
6520569,NULL,,1.51
6520592,NULL,,3.82
6520615,NULL,,1.6
6557213,2134748,20,5.8
6559052,2061573,1200,1200
6560100,2079846,240,240
6561120,2142470,112,36.9
6561134,2142470,112,37.4
6561148,2142470,112,15
6561164,2142360,120,39.4
6561179,2142360,120,40
6561204,2142360,120,15
6565413,2076416,171,171
6570718,2133939,480,328
6579594,2140544,172,172
6588982,NULL,,14.851
6588995,NULL,,26.084
6589008,NULL,,27.785
6589021,NULL,,5.4
6589033,NULL,,133.974
6589045,NULL,,69.174
6589109,NULL,,27
6589159,NULL,,63.288
6589164,NULL,,21.6
6589169,NULL,,27.54
6589174,NULL,,42.498
6589179,NULL,,29.376
6589189,NULL,,76.734
6590747,NULL,,20
6590798,NULL,,20
6616782,4241932,104.8,104.8
6620348,2133147,88.2,88.2
6620413,2135262,688,592.7
6625237,NULL,,120
6625545,5319082,2707,2707
6625933,5319066,330,330
6625945,2082183,1326,887
6625955,2082179,1520,1230
6626043,2082180,620,535
6663154,2080015,161,160
6663345,2138998,6.84,3.5
6665892,2144561,1520,12.66
6665905,2143444,294,12.66
6674851,2134368,260,22.01
6674868,2134202,250,18.1
6674893,2136969,240,79.21
6674979,2143095,320,320
6717931,2134896,250,13.32
6721982,2078462,128,128
6722061,2088657,120,50
6722141,2088658,120,18
6722334,2133065,44.8,44.8
6731809,NULL,,1540
6733281,2283054,160,160
6745500,2143094,1000,20
6771270,NULL,,8327.57
6774736,2069095,560,98
6780693,2138987,2142,318.09
6780820,2133953,54,33
6780868,2142438,30,5.22
6780917,2142438,30,4.76
6785831,NULL,,240
6797737,2134341,325,117.34
6798795,2140945,427,125.9
6798797,2144326,400,48.2
6798799,2143146,223,5.8
6798843,2142506,169.21,51
6798881,NULL,,36.05
6799060,4746816,248,248
6799079,6739810,149.6,12.46666667
6799080,6739810,149.6,12.46666667
6799081,6739810,149.6,12.46666667
6799126,5921254,3206,829.45
6799157,5965681,2684,20
6799158,5965681,2684,16.24
6799159,5965681,2684,19.24
6799160,5965681,2684,8.2
6799161,5965681,2684,15.64
6799162,5965681,2684,11.72
6799163,5965681,2684,40
6799164,5965681,2684,11.7
6799165,5965681,2684,20.64
6799166,5965681,2684,35.04
6799167,5965681,2684,39.2
6799169,5965681,2684,2.04
6799170,5965681,2684,25.2
6799171,5965681,2684,32.28
6799172,5965681,2684,19.56
6799173,5965681,2684,13.64
6799174,5965681,2684,16.76
6799175,5965681,2684,3.84
6799176,5965681,2684,8.76
6799177,5965681,2684,20
6799178,5965681,2684,16.28
6799179,5965681,2684,2.93
6799181,5965681,2684,9.08
6799182,5965681,2684,20
6799183,5965681,2684,23.88
6799184,5965681,2684,33.8
6799185,5965681,2684,9.19
6799186,5965681,2684,17.8
6799187,5965681,2684,20.53
6799188,5965681,2684,17.48
6799189,5965681,2684,51.6
6799190,5965681,2684,6.48
6799191,5965681,2684,51.28
6799192,5965681,2684,21
6799193,5965681,2684,6
6799194,5965681,2684,9.96
6799195,5965681,2684,27.22
6799196,5965681,2684,54.36
6799197,5965681,2684,20
6799198,5965681,2684,46
6799199,5965681,2684,38.88
6799200,5965681,2684,5.6
6799201,5965681,2684,32
6799202,5965681,2684,18.4
6799203,5965681,2684,2.4
6799204,5965681,2684,16.72
6799205,5965681,2684,13.28
6799206,5965681,2684,18.15
6799207,5965681,2684,3.85
6799208,5965681,2684,14.4
6799209,5965681,2684,2.47
6799210,5965681,2684,35.56
6799211,5965681,2684,39.64
6799212,5965681,2684,24.48
6799213,5965681,2684,10.48
6799214,5965681,2684,11.92
6799234,5965681,2684,27.36
6799235,5965681,2684,36.76
6799236,5965681,2684,40
6799237,5965681,2684,49.78
6799238,5965681,2684,13.84
6799239,2134487,6.5,5.1
6799249,5965681,2684,13.56
6799250,5965681,2684,18.72
6799316,NULL,,341.01
6799393,5844205,48,1.978
6799431,2134487,162.5,3.3
6799432,2141214,80,4
6799436,2139646,314,166.42
6799498,2138980,167.4,18
6799549,NULL,,36.51
6799576,NULL,,34.45
6799589,2142471,80,5.3
6799590,2142471,80,2.65
6799591,2142471,80,26.5
6799595,2139101,546,36.51
6799601,5965681,2684,26.36
6799611,2139855,45,22.5
6799612,2139855,45,22.5
6799642,2143321,1200,809.09
6799650,2134493,550,316.95
6799684,2109409,536,31.45
6799710,2142471,80,15.28
6799713,2283801,404,334
6799714,2283801,404,70
6799719,2134281,175,127.75
6799721,2134497,200,146
6799736,2133692,960,69.65
6799737,2133692,960,20.3
6799757,2134495,650,322.4
6799766,2138987,2142,244.8
6799774,2138987,2142,81.24
6799775,2143246,78,59.14
6799776,2134783,5,2.9
6799779,2134013,125,95.65
6799781,2134500,750,516.6
6799783,2135848,220,107.08
6799797,2134538,950,950
6799798,2134541,215,215
6799813,2134298,150,109.5
6799817,2140868,314,268
6799819,2134785,10,5.805
6799834,NULL,,326.56
6799880,2141343,680,15.01
6799883,2133692,960,106.05
6799885,4164703,289.7,37.3
6799887,4164703,289.7,36
6799890,2109409,536,81
6799894,2136107,500,365
6799896,2136110,335,268
6799933,2081554,44,44
6799951,2136785,175,123.89
6799957,NULL,,240
6799958,NULL,,64
6799959,5484992,205.18,196.7
6799987,2134786,50,30
6800032,2050875,280,38
6800040,5965681,2684,96.68
6800131,2134498,350,274.68
6800146,2043346,14,14
6800154,2134410,375,237
6800156,2134015,500,414.3
6800158,2136762,250,165.64
6800193,2283097,524,524
6800205,2136759,NA,116.8
6800207,2134499,75,54.75
6800211,2136081,140,108
6800212,2136081,140,32
6800249,2136760,250,43.73
6800250,2136760,250,134.48
6800258,2140868,314,35.57
6800259,2138987,2142,7.3
6800283,2134787,450,251.85
6800314,2134496,705,403.8
6800374,4274748,1807,1807
6800389,2134368,260,99.1
6800390,2134784,35,12.06
6800433,2134475,NA,14.33
6800445,2141343,680,21.62
6800494,2043276,100,100
6800527,2141214,80,14.25
6800537,NULL,,36
6800555,5965681,2684,10
6800561,5039674,2605.5,2017.5
6800569,2055448,120,44.77
6800604,2139738,691,32
6800605,2139579,400,35
6800606,2134548,160,46.23
6800608,2135777,65,56.1
6800630,2135361,300,300
6800643,2139526,3040,334.5
6800690,2042332,102,102
6800697,2044211,120,54.97
6800698,2056085,500,16.73
6800700,2133810,87,5
6800766,NULL,,380
6800770,2032874,26.86,26.86
6800799,2079860,42.1,37.9
6800823,6800203,43.43,10.857
6800824,6800203,43.43,10.857
6800825,6800203,43.43,10.857
6800826,6800203,43.43,10.857
6800827,2133744,72,10.66
6800830,4170276,226,127.7
6800833,6800831,2.61,2.61
6800843,5844205,48,1.306
6800846,2141959,216,32
6800849,2141959,216,184
6800856,NULL,,8
6800873,2143110,300,25
6800883,6800762,275.64,275.64
6800886,NULL,,3000
6800893,2134300,40,4.8
6800898,NULL,,2416
6800899,SWC00705,,395
6800900,2080084,49551,33070
6800932,2130715,1948,1651.2
6800934,2130586,620,525.6
6800942,4164703,289.7,204.8
6800959,2130928,2920,1786
6800962,2079621,97.2,44.3
6800963,2079623,5,4.4
6800967,2073891,500,177
6800994,2134732,65,20.6
6801051,2078794,37959,33070
6801054,6801052,2.3,2.3
6801058,6801056,2.5,2.5
6801251,6739810,149.6,12.46666667
6801252,6739810,149.6,12.46666667
6801253,6739810,149.6,12.46666667
6801254,6739810,149.6,12.46666667
6801255,6739810,149.6,12.46666667
6801256,6739810,149.6,12.46666667
6801257,6739810,149.6,12.46666667
6801258,6739810,149.6,12.46666667
6801259,6739810,149.6,12.46666667
6801272,5965091,84,84
6801273,2140713,1717,21
6801274,2140713,1717,7
6801275,2141004,1200,848.5
6801280,NULL,,88
6801296,NULL,,369
6801316,2145740,13.1,12.04
6801318,6801317,22.1,17.2
6801319,6801317,22.1,4.1
6801320,6801317,22.1,0.8
6801386,6801383,317.8,317.8
6801387,6801384,7.88,7.88
6801388,6801385,142.91,142.91
6801397,5965681,2684,25.86
6801398,5965681,2684,25.86
6801412,4726863,2357,1011
6801424,2134492,35000,35000
6801442,NULL,,2939.4
6801516,NULL,,190.2
6801520,2141214,80,2.9
6801521,2134450,325,183.4
6801538,NULL,,26.76
6801552,5844205,48,13.33
6801582,6801389,19.86,19.86
6801610,2133437,308.8,151.2
6801611,2133437,308.8,34.2
6801612,2133437,308.8,123.4
6801626,NULL,,750
6801669,NULL,,600
6801672,2084731,424,424
6801707,2136610,209,209
6801731,2144561,1520,108
6801732,2143444,294,108
6801735,2143156,80,3.9
6801742,2087254,1220,1220
6801840,2135067,1864,1864
6801850,2082267,880,880
6801884,NULL,,319.8
6801945,2139101,546,36.05
6801946,2136565,340,66.5
6801991,2083732,240,25
6802027,2135416,480,480
6802028,2135547,1104,1104
