WR_Doc_ID,Parent,Parent_Qa,AnnualVolumeQuantity_filled
2135371,NULL,,90
2135372,NULL,,62
2135376,NULL,,575
2135380,NULL,,280
2135387,NULL,,240
2135389,NULL,,75
2135406,NULL,,35
2135417,NULL,,80
2135419,NULL,,280
2135442,NULL,,350
2135443,NULL,,150
2135447,NULL,,23121
2135448,NULL,,26
2135462,NULL,,110
2135528,NULL,,621.6
2135536,NULL,,12
2135556,NULL,,4
2135558,NULL,,200
2135559,NULL,,240
2135567,NULL,,160
2135569,NULL,,140
2135592,NULL,,56
2135610,NULL,,320
2135614,NULL,,963.4
2135622,NULL,,36.75
2135634,NULL,,26
2135639,NULL,,368
2135642,NULL,,296
2135721,NULL,,120
2135761,NULL,,320
2135762,NULL,,78
2135763,NULL,,26
2135764,NULL,,320
2135770,NULL,,362
2135786,NULL,,236
2135797,NULL,,422
2135800,NULL,,80
2135808,NULL,,258
2135839,NULL,,225
2135849,NULL,,269.36
2135876,NULL,,12.5
2135877,NULL,,25
2135878,NULL,,25
2135879,NULL,,50
2135881,NULL,,50
2135882,NULL,,125
2135883,NULL,,75
2135886,NULL,,100
2135887,NULL,,20
2135889,NULL,,10
2135891,NULL,,75
2135892,NULL,,600
2135899,NULL,,640
2135902,NULL,,296
2135910,NULL,,760
2135912,NULL,,196
2135915,NULL,,76
2135952,NULL,,960
2135957,NULL,,621.6
2135958,NULL,,536
2135963,2135963,54,42
2135984,NULL,,160
2135991,NULL,,120
2136010,NULL,,150
2136011,2136011,200,197.775
2136012,NULL,,10
2136014,NULL,,200
2136017,NULL,,10.55
2136018,2136018,81.45,55.425
2136019,NULL,,30
2136020,2136020,45,42.15
2136021,NULL,,78
2136022,NULL,,25
2136023,NULL,,28.75
2136025,NULL,,7.5
2136026,NULL,,7.5
2136027,NULL,,35.55
2136028,NULL,,5
2136029,NULL,,26.3
2136031,NULL,,5
2136032,NULL,,3.75
2136033,NULL,,3.75
2136034,NULL,,25
2136036,NULL,,5
2136037,NULL,,5
2136038,NULL,,6.25
2136039,NULL,,20
2136040,NULL,,5
2136041,NULL,,3.75
2136042,NULL,,10
2136043,NULL,,27.5
2136044,NULL,,20
2136045,NULL,,2.5
2136046,NULL,,5
2136048,NULL,,300
2136049,NULL,,236
2136050,NULL,,41
2136051,NULL,,42.5
2136052,NULL,,45
2136053,NULL,,83.5
2136054,NULL,,34
2136055,NULL,,315
2136056,NULL,,50
2136057,NULL,,5
2136058,NULL,,50
2136059,NULL,,10
2136060,NULL,,16.1
2136061,NULL,,25
2136062,NULL,,20
2136063,NULL,,50
2136064,NULL,,65
2136065,NULL,,5
2136066,NULL,,45
2136067,NULL,,50
2136068,NULL,,30
2136069,NULL,,10
2136070,NULL,,12.5
2136075,NULL,,400
2136095,NULL,,20
2136106,NULL,,240
2136124,NULL,,400
2136129,NULL,,20
2136146,NULL,,350
2136166,NULL,,460
2136233,NULL,,1600
2136256,NULL,,80
2136268,NULL,,160
2136275,NULL,,36
2136279,NULL,,120
2136299,NULL,,12
2136333,NULL,,280.4
2136339,NULL,,435
2136344,NULL,,840
2136345,NULL,,240
2136357,NULL,,400
2136364,NULL,,160
2136381,NULL,,80
2136453,NULL,,92
2136467,NULL,,268
2136474,NULL,,160
2136522,NULL,,44
2136548,NULL,,136
2136561,NULL,,1000
2136572,NULL,,200
2136588,NULL,,396
2136593,NULL,,115
2136607,NULL,,40
2136617,NULL,,224
2136638,NULL,,180
2136643,NULL,,80
2136676,NULL,,188.8
2136697,NULL,,620
2136701,NULL,,200
2136704,NULL,,100
2136712,NULL,,780
2136733,NULL,,40
2136761,2136761,400,81
2136797,NULL,,400
2136824,NULL,,42
2136884,NULL,,60
2136895,NULL,,5
2136905,NULL,,1
2136906,NULL,,2.5
2136909,NULL,,3.25
2136913,NULL,,30
2136915,NULL,,120
2136916,NULL,,72
2136917,NULL,,160
2136930,NULL,,160
2136938,NULL,,100
2136942,NULL,,71.5
2136944,NULL,,625
2136947,NULL,,30
2136960,NULL,,8.48
2137059,NULL,,25
2137076,NULL,,265.5
2137088,NULL,,150
2137110,NULL,,18
2137123,NULL,,47
2137126,NULL,,3.5
2137128,NULL,,48
2137133,NULL,,139
2137135,NULL,,64
2137136,NULL,,66
2137139,NULL,,240
2137140,NULL,,49
2137143,NULL,,5.65
2137152,NULL,,18
2137155,NULL,,416
2137156,NULL,,11
2137161,NULL,,19
2137164,NULL,,22
2137169,NULL,,48
2137170,NULL,,540
2137173,NULL,,10
2137175,NULL,,89
2137177,NULL,,6.5
2137178,NULL,,48
2137180,NULL,,75
2137298,NULL,,94
2137313,NULL,,14
2137316,NULL,,116
2137322,2137322,116,116
2137357,NULL,,47.4
2137358,NULL,,186
2137360,NULL,,59
2137364,NULL,,130
2137371,NULL,,148
2137386,NULL,,3115.5
2137387,NULL,,266
2137404,NULL,,56
2137410,NULL,,502
2137414,NULL,,42
2137415,NULL,,17
2137423,NULL,,153
2137433,NULL,,19
2137457,NULL,,9
2137464,NULL,,39.2
2137466,NULL,,36.8
2137467,NULL,,18
2137476,NULL,,15
2137479,NULL,,5.6
2137486,NULL,,19.6
2137499,NULL,,56
2137507,NULL,,93
2137511,NULL,,94
2137518,NULL,,17.3
2137524,NULL,,17.3
2137531,NULL,,1860
2137536,NULL,,95
2137540,NULL,,506
2137542,NULL,,15.7
2137545,NULL,,36.5
2137547,NULL,,104
2137548,NULL,,8
2137563,NULL,,47
2137570,NULL,,10.3
2137572,NULL,,14.9
2137610,NULL,,1071.5
2137633,NULL,,78
2137641,NULL,,4.4
2137671,NULL,,71
2137672,NULL,,25
2137678,NULL,,71
2137683,NULL,,11.5
2137698,2137698,295,277
2137703,NULL,,48
2137722,NULL,,72
2137748,NULL,,2.6
2137749,NULL,,17.5
2137752,NULL,,94
2137753,NULL,,785
2137777,NULL,,5.8
2137791,NULL,,26
2137802,NULL,,10.14
2137809,NULL,,13.21
2137830,NULL,,19
2137833,NULL,,34.5
2137838,NULL,,20
2137850,NULL,,120
2137862,NULL,,11.3
2137866,NULL,,645
2137869,NULL,,31.2
2137880,NULL,,48.5
2137888,NULL,,34.55
2137891,NULL,,11.3
2137913,NULL,,880
2137918,NULL,,32.22
2137919,NULL,,320
2137924,NULL,,5
2137940,NULL,,15.25
2137944,NULL,,47.5
2137949,NULL,,234.5
2137990,NULL,,6.65
2137993,NULL,,160
2137996,NULL,,98
2137998,NULL,,2
2138003,NULL,,40
2138020,NULL,,53.15
2138021,NULL,,195.3
2138022,NULL,,44
2138023,NULL,,21
2138035,NULL,,45
2138036,NULL,,48.5
2138040,NULL,,80
2138041,NULL,,106
2138063,NULL,,46.5
2138077,NULL,,23
2138080,NULL,,3836
2138083,NULL,,11
2138088,NULL,,26
2138104,NULL,,14
2138105,NULL,,623
2138106,NULL,,8
2138107,NULL,,50
2138113,NULL,,16
2138126,NULL,,31
2138134,NULL,,47.5
2138138,NULL,,13
2138141,NULL,,11
2138144,NULL,,50
2138145,NULL,,468
2138146,NULL,,19
2138151,NULL,,14
2138152,NULL,,68
2138153,NULL,,10
2138176,NULL,,106
2138180,NULL,,340
2138186,NULL,,84.7
2138194,NULL,,29.7
2138197,NULL,,48.5
2138198,NULL,,1600
2138199,NULL,,1200
2138201,NULL,,7.8
2138203,NULL,,160
2138215,NULL,,22.1
2138216,NULL,,13.62
2138221,NULL,,5.65
2138230,NULL,,14.95
2138248,NULL,,41.85
2138254,NULL,,4.65
2138255,NULL,,25.25
2138258,NULL,,5.65
2138287,NULL,,12
2138289,NULL,,14.82
2138296,NULL,,18
2138297,NULL,,139.5
2138298,NULL,,144
2138306,NULL,,627.75
2138314,NULL,,5.65
2138324,NULL,,10.3
2138327,NULL,,17.3
2138328,NULL,,8.97
2138338,NULL,,725
2138339,NULL,,48
2138361,NULL,,70.75
2138366,NULL,,18.27
2138368,NULL,,4.65
2138371,NULL,,12
2138372,NULL,,11.38
2138376,NULL,,12
2138380,NULL,,6
2138384,NULL,,13.4
2138390,NULL,,9.38
2138391,NULL,,44.3
2138392,NULL,,11.95
2138393,NULL,,4.69
2138394,NULL,,6.61
2138400,NULL,,20.45
2138406,NULL,,8.64
2138407,NULL,,70.75
2138423,NULL,,848.3
2138424,NULL,,7.53
2138426,NULL,,24.25
2138427,NULL,,11.3
2138429,NULL,,40
2138431,NULL,,5.53
2138435,NULL,,4.24
2138446,NULL,,4.69
2138447,NULL,,56
2138448,NULL,,104.38
2138449,NULL,,8.38
2138450,NULL,,12.07
2138454,NULL,,4.69
2138455,NULL,,19.16
2138456,NULL,,48.5
2138463,NULL,,27.25
2138466,NULL,,20.71
2138495,NULL,,62.77
2138497,NULL,,10
2138509,NULL,,12.3
2138514,NULL,,484
2138548,NULL,,3.48
2138549,NULL,,5.65
2138551,NULL,,6.28
2138552,NULL,,4.32
2138554,NULL,,84.7
2138556,NULL,,16
2138558,NULL,,56.33
2138559,NULL,,106.48
2138560,NULL,,10.56
2138573,NULL,,13
2138579,NULL,,6.53
2138581,NULL,,113
2138583,NULL,,4.7
2138584,NULL,,16.76
2138585,NULL,,9.5
2138588,NULL,,13.07
2138589,NULL,,13.07
2138591,NULL,,306.9
2138593,NULL,,9.38
2138604,NULL,,13.07
2138605,NULL,,4.5
2138624,NULL,,11.2
2138640,NULL,,8.38
2138647,NULL,,232.5
2138648,NULL,,10.33
2138650,NULL,,20.6
2138651,NULL,,43.85
2138654,NULL,,36.66
2138655,NULL,,11.07
2138661,NULL,,37.62
2138663,NULL,,8.38
2138667,NULL,,6.65
2138668,NULL,,231
2138671,NULL,,28.9
2138673,NULL,,6.53
2138689,NULL,,23.04
2138695,NULL,,160
2138696,NULL,,18.4
2138697,NULL,,24.2
2138707,NULL,,2233
2138708,NULL,,41.5
2138710,NULL,,42.8
2138715,NULL,,12.5
2138716,NULL,,744
2138717,NULL,,837
2138718,NULL,,837
2138737,NULL,,19.6
2138741,NULL,,9.38
2138745,NULL,,111
2138747,NULL,,57.8
2138752,NULL,,39.2
2138758,NULL,,3.76
2138766,NULL,,5.24
2138779,NULL,,24.15
2138787,NULL,,8.64
2138801,NULL,,19.67
2138808,NULL,,255
2138814,NULL,,7.18
2138817,NULL,,16.83
2138818,NULL,,5.3
2138821,NULL,,3.84
2138830,NULL,,25.25
2138834,NULL,,15
2138840,NULL,,6.68
2138846,NULL,,6.53
2138852,NULL,,13
2138859,NULL,,8
2138861,NULL,,8
2138872,NULL,,27.8
2138874,NULL,,5
2138895,NULL,,64
2138901,NULL,,7.5
2138906,NULL,,53.1
2138916,NULL,,60
2138927,2138927,43,38
2138928,NULL,,90
2138932,NULL,,144
2138933,NULL,,10.64
2138942,NULL,,59
2138958,NULL,,11
2138959,NULL,,7.7
2138963,NULL,,11.5
2138964,NULL,,32.6
2138965,NULL,,25
2138967,NULL,,618
2138970,NULL,,187.34
2138973,NULL,,92.2
2138974,NULL,,595
2138976,NULL,,41.5
2138978,NULL,,600
2138981,NULL,,5.54
2138991,NULL,,12
2138993,NULL,,293
2138997,NULL,,6.04
2139002,NULL,,13.9
2139029,NULL,,17.7
2139037,NULL,,39.5
2139039,NULL,,80
2139045,NULL,,6.6
2139063,NULL,,20.5
2139065,NULL,,8.3
2139066,NULL,,1613
2139067,NULL,,50.5
2139081,NULL,,8.5
2139096,NULL,,6.65
2139113,NULL,,48.5
2139117,NULL,,9
2139121,NULL,,57
2139131,NULL,,390
2139145,NULL,,10.3
2139152,NULL,,5
2139159,NULL,,372
2139160,NULL,,279
2139161,NULL,,744
2139165,NULL,,8
2139167,NULL,,71
2139200,NULL,,54
2139218,NULL,,1088
2139230,NULL,,1036
2139308,NULL,,22.2
2139315,NULL,,9
2139331,NULL,,480
2139467,NULL,,453
2139497,NULL,,47.5
2139500,NULL,,10.9
2139503,NULL,,159
2139504,NULL,,4
2139541,NULL,,23
2139555,NULL,,141
2139557,NULL,,8
2139569,2139569,440,440
2139574,2139574,124,124
2139593,NULL,,430
2139661,NULL,,36
2139666,NULL,,22
2139720,NULL,,1
2139722,NULL,,36
2139734,NULL,,84
2139735,NULL,,100
2139741,NULL,,85
2139742,NULL,,10.7
2139746,NULL,,41.5
2139764,NULL,,213
2139775,NULL,,22
2139777,NULL,,1120
2139779,NULL,,13
2139791,NULL,,96
2139804,NULL,,46
2139810,NULL,,37
2139811,NULL,,143
2139813,NULL,,5
2139814,NULL,,15
2139816,NULL,,20
2139818,NULL,,78.7
2139819,NULL,,1200
2139820,NULL,,26
2139822,NULL,,36
2139823,NULL,,23
2139824,NULL,,124
2139828,NULL,,26.7
2139830,NULL,,36
2139832,NULL,,23.2
2139834,NULL,,88
2139835,NULL,,11
2139836,NULL,,21
2139838,NULL,,9
2139841,NULL,,17.4
2139844,NULL,,13
2139846,NULL,,34
2139849,NULL,,14
2139850,NULL,,90
2139853,NULL,,10
2139856,NULL,,95
2139858,NULL,,21
2139860,NULL,,60.6
2139861,NULL,,291
2139865,NULL,,8
2139866,NULL,,28
2139867,NULL,,81
2139868,NULL,,22
2139869,NULL,,5
2139870,NULL,,103
2139871,NULL,,14
2139872,NULL,,400
2139873,NULL,,23
2139874,NULL,,105
2139876,NULL,,76
2139880,NULL,,177
2139881,NULL,,18.9
2139883,NULL,,300
2139885,NULL,,92
2139886,NULL,,32.5
2139887,NULL,,397
2139889,NULL,,10
2139892,NULL,,38
2139893,NULL,,49
2139895,NULL,,12
2139898,NULL,,205
2139904,NULL,,21
2139906,NULL,,24
2139907,NULL,,598
2139909,NULL,,133
2139911,NULL,,30
2139915,NULL,,480
2139918,NULL,,54
2139921,NULL,,128
2139923,NULL,,2
2139927,NULL,,46
2139928,NULL,,8
2139929,NULL,,22
2139930,NULL,,10
2139935,NULL,,31
2139938,NULL,,5
2139940,NULL,,14
2139941,NULL,,11
2139944,NULL,,39
2139946,NULL,,22
2139949,NULL,,7
2139952,NULL,,54.8
2139956,NULL,,101
2139971,NULL,,45
2139972,NULL,,5.5
2139973,NULL,,92.8
2139974,NULL,,30.4
2139975,NULL,,723
2139976,NULL,,20
2139980,NULL,,14.2
2139981,NULL,,8.8
2139984,NULL,,6.2
2139985,NULL,,23
2139990,NULL,,8
2139991,NULL,,37.6
2139992,NULL,,13
2139993,NULL,,21.5
2139999,NULL,,26.2
2140000,NULL,,23.4
2140004,NULL,,45.4
2140005,NULL,,109
2140006,NULL,,185
2140007,NULL,,12
2140008,NULL,,38
2140010,NULL,,118.2
2140011,NULL,,111
2140013,NULL,,24
2140015,NULL,,22.2
2140016,NULL,,15.7
2140018,NULL,,6.6
2140019,NULL,,438
2140021,NULL,,44.8
2140022,2140022,194,194
2140023,NULL,,20
2140024,NULL,,66
2140026,NULL,,115
2140029,NULL,,44
2140030,NULL,,760
2140031,NULL,,724
2140034,NULL,,21
2140038,NULL,,154
2140040,NULL,,8
2140045,NULL,,53
2140050,NULL,,26
2140056,NULL,,1722
2140061,NULL,,18
2140062,NULL,,17
2140067,NULL,,52.4
2140068,NULL,,19.1
2140070,NULL,,257
2140071,NULL,,30
2140074,NULL,,32
2140079,NULL,,12
2140080,NULL,,10.3
2140085,NULL,,171
2140087,NULL,,75
2140088,NULL,,10.6
2140090,NULL,,33
2140091,NULL,,10
2140092,NULL,,15
2140094,NULL,,87
2140097,NULL,,161
2140098,NULL,,5
2140101,NULL,,84
2140102,NULL,,32
2140104,NULL,,25
2140106,NULL,,19
2140107,NULL,,322
2140110,NULL,,105
2140112,NULL,,14
2140115,NULL,,12
2140119,NULL,,19
2140120,NULL,,37
2140121,NULL,,22
2140124,NULL,,47
2140128,NULL,,5
2140130,NULL,,4
2140131,NULL,,188
2140134,NULL,,164
2140136,NULL,,646
2140143,NULL,,61.9
2140146,NULL,,1375
2140148,NULL,,52
2140149,NULL,,19.7
2140150,NULL,,22.7
2140152,NULL,,125.4
2140154,NULL,,201.3
2140160,NULL,,195
2140162,NULL,,100
2140163,NULL,,53
2140165,NULL,,40
2140166,NULL,,811
2140168,NULL,,502
2140169,NULL,,22.4
2140171,NULL,,154.3
2140172,NULL,,838
2140177,NULL,,12
2140178,NULL,,20
2140179,NULL,,22.4
2140182,NULL,,257
2140183,NULL,,48.1
2140187,NULL,,10.5
2140188,NULL,,14.6
2140190,NULL,,102
2140193,NULL,,115.6
2140200,NULL,,74
2140201,NULL,,23
2140202,NULL,,30.3
2140212,NULL,,187
2140213,NULL,,16.7
2140214,NULL,,18
2140215,NULL,,23.4
2140217,NULL,,160
2140218,NULL,,46
2140220,NULL,,26
2140221,NULL,,98
2140222,NULL,,10
2140227,NULL,,18.4
2140228,NULL,,76
2140230,NULL,,5.3
2140233,NULL,,111
2140238,NULL,,22.4
2140240,NULL,,329
2140250,NULL,,105
2140252,NULL,,16.1
2140253,NULL,,480
2140258,NULL,,54.8
2140260,NULL,,21
2140261,NULL,,15
2140262,NULL,,441
2140264,NULL,,8.4
2140267,NULL,,7
2140273,NULL,,6.3
2140275,NULL,,43.8
2140276,NULL,,49
2140277,NULL,,18
2140284,NULL,,17.1
2140287,NULL,,1047
2140288,NULL,,1222
2140289,NULL,,1622
2140291,NULL,,246
2140293,NULL,,16
2140295,NULL,,1930
2140299,NULL,,35
2140301,NULL,,9.6
2140303,NULL,,629
2140304,NULL,,1677
2140305,NULL,,1468
2140306,NULL,,58
2140308,NULL,,16
2140309,NULL,,12
2140310,NULL,,363
2140311,NULL,,315
2140313,NULL,,13
2140314,NULL,,483
2140317,NULL,,65
2140319,NULL,,34
2140322,NULL,,19.6
2140323,NULL,,98
2140326,NULL,,8
2140327,NULL,,52
2140332,NULL,,46
2140334,NULL,,79
2140335,NULL,,16
2140336,NULL,,201
2140337,NULL,,10
2140343,NULL,,6.2
2140344,NULL,,120
2140346,NULL,,35.4
2140347,NULL,,51
2140349,NULL,,95
2140351,NULL,,69.6
2140356,NULL,,9.6
2140357,NULL,,31.7
2140358,NULL,,22
2140359,NULL,,54.4
2140360,NULL,,39.5
2140362,NULL,,22.5
2140364,NULL,,9.2
2140367,NULL,,230
2140369,NULL,,5.25
2140370,NULL,,31
2140371,NULL,,41
2140372,NULL,,37.8
2140377,NULL,,12
2140379,NULL,,96
2140381,NULL,,447
2140382,NULL,,7
2140383,NULL,,221
2140386,NULL,,43
2140388,NULL,,8.7
2140392,NULL,,32.5
2140393,NULL,,5.5
2140398,NULL,,21
2140399,NULL,,17.3
2140400,NULL,,61
2140401,NULL,,3.2
2140402,NULL,,12
2140403,NULL,,59.6
2140412,NULL,,33.6
2140413,NULL,,28
2140417,NULL,,7
2140418,NULL,,7
2140419,NULL,,7
2140425,NULL,,645
2140430,NULL,,5.7
2140440,NULL,,5
2140444,NULL,,6
2140448,NULL,,129
2140454,NULL,,19
2140459,NULL,,6
2140469,NULL,,24
2140470,NULL,,26
2140476,NULL,,20
2140477,NULL,,20
2140478,NULL,,20
2140479,NULL,,20
2140482,NULL,,58
2140497,NULL,,17
2140498,NULL,,12
2140500,NULL,,100
2140502,NULL,,10
2140505,NULL,,6.3
2140507,NULL,,52.4
2140508,NULL,,164
2140514,NULL,,10
2140516,NULL,,108
2140517,NULL,,51
2140519,NULL,,18
2140522,NULL,,7.5
2140525,NULL,,9.5
2140529,NULL,,18.2
2140532,NULL,,42.8
2140534,NULL,,74
2140535,NULL,,165
2140540,NULL,,22
2140542,NULL,,27
2140543,NULL,,17
2140545,NULL,,32
2140546,NULL,,310
2140548,NULL,,109
2140552,NULL,,13.8
2140554,NULL,,82
2140558,NULL,,28
2140559,NULL,,5
2140560,NULL,,18.1
2140561,NULL,,127
2140562,NULL,,16
2140564,NULL,,40
2140569,NULL,,568
2140571,NULL,,20
2140572,NULL,,54
2140586,NULL,,21
2140587,NULL,,7
2140594,NULL,,24
2140607,NULL,,12
2140609,NULL,,24
2140631,NULL,,21
2140633,NULL,,65.5
2140637,NULL,,12
2140644,NULL,,245
2140645,NULL,,13.25
2140646,NULL,,46.5
2140648,NULL,,540
2140649,NULL,,63
2140650,NULL,,120
2140651,NULL,,480
2140653,NULL,,333
2140656,NULL,,8
2140657,NULL,,807
2140659,NULL,,5
2140663,NULL,,354
2140664,NULL,,15.5
2140665,NULL,,3.25
2140668,NULL,,390
2140669,NULL,,570
2140680,NULL,,6.3
2140681,NULL,,24
2140682,NULL,,22
2140683,NULL,,400
2140687,NULL,,25
2140692,NULL,,309
2140697,NULL,,66
2140701,NULL,,68
2140705,NULL,,1862
2140706,NULL,,42
2140707,NULL,,579
2140709,NULL,,233
2140711,NULL,,7.6
2140720,NULL,,3.8
2140724,NULL,,32.5
2140727,NULL,,28
2140735,NULL,,40
2140749,NULL,,10
2140754,NULL,,52
2140757,NULL,,700
2140762,NULL,,80
2140765,NULL,,1491
2140767,NULL,,15
2140774,NULL,,14
2140785,NULL,,74.8
2140786,NULL,,38
2140798,NULL,,12
2140800,NULL,,148
2140805,NULL,,5
2140813,NULL,,50
2140815,NULL,,142
2140821,NULL,,274
2140832,NULL,,40
2140841,NULL,,62
2140844,NULL,,100
2140847,NULL,,43
2140849,NULL,,72
2140853,NULL,,25
2140857,NULL,,16
2140863,NULL,,251
2140864,NULL,,160
2140867,NULL,,80
2140870,NULL,,43
2140871,NULL,,240
2140873,NULL,,12
2140874,NULL,,30
2140879,NULL,,450
2140885,NULL,,9
2140901,NULL,,46
2140902,NULL,,323
2140915,NULL,,312
2140917,NULL,,10
2140927,NULL,,651
2140928,NULL,,6
2140942,NULL,,48
2140949,NULL,,22
2140951,NULL,,4
2140959,NULL,,296
2140960,NULL,,55
2140961,NULL,,48
2140962,NULL,,41
2140984,NULL,,140
2140993,NULL,,87
2140994,NULL,,320
2141001,NULL,,516
2141011,NULL,,21
2141015,NULL,,72
2141020,NULL,,43
2141025,NULL,,80
2141027,NULL,,9
2141031,NULL,,360
2141040,NULL,,13
2141053,NULL,,3
2141055,NULL,,31.2
2141058,NULL,,35
2141059,NULL,,48
2141063,NULL,,600
2141068,NULL,,240
2141069,2141069,360,322
2141071,NULL,,68
2141075,NULL,,798
2141082,NULL,,41.6
2141084,NULL,,16
2141086,NULL,,480
2141089,NULL,,117.12
2141104,NULL,,520
2141114,NULL,,13.6
2141115,NULL,,253
2141135,NULL,,13.6
2141138,NULL,,17.6
2141143,NULL,,136
2141147,NULL,,1300
2141153,NULL,,6
2141157,NULL,,20
2141162,NULL,,80
2141165,NULL,,12
2141172,NULL,,56
2141173,NULL,,120
2141192,NULL,,353
2141197,NULL,,34
2141199,NULL,,20
2141202,NULL,,432
2141210,NULL,,16
2141211,NULL,,256
2141213,NULL,,126.4
2141221,NULL,,68
2141223,NULL,,20
2141224,NULL,,320
2141225,NULL,,12
2141234,NULL,,160
2141238,NULL,,320
2141239,NULL,,160
2141240,NULL,,79.52
2141247,NULL,,28
2141248,NULL,,31.6
2141264,NULL,,25.6
2141266,NULL,,24
2141267,NULL,,37.6
2141270,NULL,,240
2141274,NULL,,165.6
2141275,NULL,,9.6
2141276,NULL,,87.2
2141280,NULL,,1067
2141283,NULL,,248
2141285,NULL,,13.6
2141288,NULL,,388
2141289,NULL,,235
2141294,NULL,,365.6
2141298,NULL,,4
2141301,NULL,,52
2141303,NULL,,205.6
2141309,NULL,,100
2141315,NULL,,480
2141316,NULL,,593.6
2141318,NULL,,45.6
2141319,NULL,,34
2141320,NULL,,9.6
2141321,NULL,,19.6
2141324,NULL,,369.6
2141326,NULL,,39.6
2141328,NULL,,320
2141329,2141329,256,252
2141331,NULL,,112
2141333,2141333,256,256
2141336,NULL,,184
2141337,4549150,40,40
2141340,NULL,,13.6
2141341,NULL,,58.8
2141342,2141342,484,448
2141345,NULL,,600
2141348,NULL,,208
2141354,NULL,,10
2141355,NULL,,422
2141356,NULL,,480
2141360,NULL,,9.6
2141361,NULL,,545
2141364,NULL,,40
2141366,NULL,,152
2141374,NULL,,140
2141377,NULL,,40
2141389,NULL,,9.6
2141400,NULL,,132
2141413,NULL,,205.6
2141418,NULL,,65.6
2141420,NULL,,520
2141429,NULL,,25.6
2141437,NULL,,40
2141448,NULL,,153.6
2141459,NULL,,60
2141465,NULL,,36
2141468,NULL,,20
2141476,NULL,,100
2141477,NULL,,72
2141478,NULL,,40
2141488,NULL,,560
2141492,NULL,,228
2141494,NULL,,12.6
2141495,NULL,,29.6
2141501,NULL,,5.6
2141511,NULL,,80
2141525,NULL,,32
2141527,NULL,,63
2141529,NULL,,12
2141533,NULL,,13
2141539,NULL,,240
2141540,4525368,40,40
2141541,NULL,,400
2141542,NULL,,363.04
2141547,NULL,,41.6
2141549,NULL,,40
2141552,NULL,,60
2141555,NULL,,120
2141570,NULL,,90
2141580,NULL,,12.6
2141581,NULL,,30
2141583,NULL,,142
2141585,NULL,,280
2141588,NULL,,288
2141593,NULL,,320
2141599,NULL,,60
2141602,NULL,,480
2141607,NULL,,24
2141615,NULL,,40
2141619,NULL,,80
2141620,NULL,,440
2141621,NULL,,125.76
2141623,NULL,,40
2141624,NULL,,80
2141626,NULL,,20
2141627,NULL,,32
2141632,NULL,,320
2141635,NULL,,10
2141636,NULL,,64
2141639,NULL,,100
2141640,NULL,,192
2141645,NULL,,68
2141648,NULL,,300
2141649,NULL,,64
2141652,NULL,,8
2141655,NULL,,40
2141659,NULL,,400
2141667,NULL,,100
2141668,NULL,,4
2141672,NULL,,480
2141674,NULL,,40
2141675,NULL,,70
2141677,NULL,,160
2141684,NULL,,10
2141686,NULL,,32
2141690,NULL,,120
2141691,NULL,,100
2141692,NULL,,264
2141697,NULL,,280
2141698,NULL,,24
2141699,NULL,,12
2141700,NULL,,60
2141706,NULL,,16
2141720,2141720,144,96
2141725,NULL,,588
2141729,NULL,,50
2141734,NULL,,144
2141742,NULL,,280
2141749,NULL,,240
2141753,NULL,,320
2141757,NULL,,6.6
2141762,NULL,,48
2141765,NULL,,20
2141768,NULL,,20
2141769,NULL,,400
2141771,NULL,,204
2141772,NULL,,112
2141773,2141773,274,191
2141774,NULL,,200
2141783,NULL,,304
2141786,NULL,,20
2141787,NULL,,11.6
2141798,NULL,,28
2141799,NULL,,20
2141800,NULL,,200
2141802,NULL,,7.6
2141805,NULL,,516.2
2141811,NULL,,8
2141814,NULL,,486.78
2141819,NULL,,146
2141837,NULL,,280
2141843,NULL,,20
2141844,NULL,,32
2141850,NULL,,30.24
2141855,NULL,,9.6
2141860,NULL,,240
2141861,NULL,,24
2141863,NULL,,11.26
2141864,NULL,,72
2141865,NULL,,32
2141867,NULL,,160
2141868,NULL,,15
2141881,NULL,,40
2141887,NULL,,800
2141888,NULL,,60
2141893,NULL,,212
2141894,NULL,,8
2141902,NULL,,80
2141905,NULL,,74
2141906,NULL,,300
2141912,NULL,,160
2141915,NULL,,188
2141917,NULL,,1050
2141918,NULL,,124
2141936,NULL,,16
2141939,NULL,,28
2141941,NULL,,380
2141947,NULL,,8
2141949,NULL,,425
2141954,NULL,,280
2141972,NULL,,20
2141975,NULL,,120
2141978,NULL,,28
2141986,NULL,,48
2141988,NULL,,16
2141991,NULL,,36
2142018,NULL,,133
2142023,NULL,,152
2142028,NULL,,6
2142034,NULL,,120
2142036,NULL,,15
2142041,NULL,,8
2142057,2142057,72,20
2142058,NULL,,240
2142064,NULL,,20
2142066,NULL,,28
2142067,2142067,80,68
2142068,NULL,,200
2142072,NULL,,112
2142075,NULL,,35
2142076,NULL,,160
2142077,NULL,,392
2142086,NULL,,480
2142102,NULL,,200
2142103,NULL,,64
2142107,NULL,,48
2142109,NULL,,120
2142111,NULL,,80
2142114,NULL,,321
2142116,NULL,,52
2142133,NULL,,38.8
2142134,NULL,,425
2142141,NULL,,450
2142144,NULL,,40
2142155,NULL,,16
2142156,NULL,,68
2142160,NULL,,20
2142171,NULL,,12
2142176,NULL,,100
2142190,NULL,,48
2142193,NULL,,222
2142211,NULL,,9
2142214,NULL,,140
2142217,NULL,,620
