WRDocID,Class,Qa_filled,Qi_filled,Purpose,,,
2057595,pre-adjudication,6.4,0.008888889,ST,,,
2057596,pre-adjudication,4.8,0.006666667,ST,,,
2057597,pre-adjudication,16,0.022222222,ST,,,
2057598,pre-adjudication,16,0.022222222,ST,,,
2057599,pre-adjudication,8,0.011111111,ST,,,
2057600,pre-adjudication,6.4,0.008888889,ST,,,
2057601,pre-adjudication,6.4,0.008888889,ST,,,
2057602,pre-adjudication,6.4,0.008888889,ST,,,
2057603,pre-adjudication,4.8,0.006666667,ST,,,
2057604,pre-adjudication,16,0.022222222,ST,,,
2057605,pre-adjudication,4.8,0.006666667,ST,,,
2057606,pre-adjudication,6.7,0.008888889,ST,,,
2057607,pre-adjudication,8,0.011111111,ST,,,
2057608,pre-adjudication,6.4,0.008888889,ST,,,
2057609,pre-adjudication,8,0.011111111,ST,,,
2057610,pre-adjudication,6.4,0.008888889,ST,,,
2057611,pre-adjudication,6.4,0.008888889,ST,,,
2057612,pre-adjudication,6.4,0.008888889,ST,,,
2057613,pre-adjudication,8,0.011111111,ST,,,
2057614,pre-adjudication,6.4,0.008888889,ST,,,
2057615,pre-adjudication,6.4,0.008888889,ST,,,
2057616,pre-adjudication,8,0.011111111,ST,,,
2057617,pre-adjudication,4.8,0.006666667,ST,,,
2057618,pre-adjudication,4.8,0.006666667,ST,,,
2057619,pre-adjudication,16,0.022222222,ST,,,
2057623,pre-adjudication,6.4,0.008888889,ST,,,
2057624,pre-adjudication,4.8,0.006666667,ST,,,
2057625,pre-adjudication,6.4,0.008888889,ST,,,
2057626,pre-adjudication,4.8,0.006666667,ST,,,
2057627,pre-adjudication,6.4,0.008888889,ST,,,
2057628,pre-adjudication,1.6,0.002222222,ST,,,
2057629,pre-adjudication,4.8,0.006666667,ST,,,
2057630,pre-adjudication,4.8,0.006666667,ST,,,
2057631,pre-adjudication,6.4,0.008888889,ST,,,
2057644,pre-adjudication,4.8,0.006666667,ST,,,
2057645,pre-adjudication,4.8,0.006666667,ST,,,
2057649,pre-adjudication,12.7,0.017777778,ST,,,
2057650,pre-adjudication,6.4,0.008888889,ST,,,
2057651,pre-adjudication,4.8,0.006666667,ST,,,
2057652,pre-adjudication,4.8,0.006666667,ST,,,
2057653,pre-adjudication,8,0.011111111,ST,,,
2057659,pre-adjudication,16,0.022222222,ST,,,
2057661,pre-adjudication,16,0.022222222,ST,,,
2057662,pre-adjudication,4.8,0.006666667,ST,,,
2057663,pre-adjudication,6.4,0.008888889,ST,,,
2057665,pre-adjudication,6.4,0.008888889,ST,,,
2057666,pre-adjudication,4.8,0.006666667,ST,,,
2057667,pre-adjudication,6.4,0.008888889,ST,,,
2057668,pre-adjudication,8,0.011111111,ST,,,
2057669,pre-adjudication,4.8,0.006666667,ST,,,
2057670,pre-adjudication,6.4,0.008888889,ST,,,
2057671,pre-adjudication,6.4,0.008888889,ST,,,
2057672,pre-adjudication,4.8,0.006666667,ST,,,
2057673,pre-adjudication,4.8,0.006666667,ST,,,
2057687,pre-adjudication,6.4,0.008888889,ST,,,
2057688,pre-adjudication,8,0.011111111,ST,,,
2057810,pre-adjudication,3,0.011111111,ST,,,
2057811,pre-adjudication,3,0.008888889,ST,,,
2057812,pre-adjudication,3,0.008888889,ST,,,
2057813,pre-adjudication,2,0.006666667,ST,,,
2057814,pre-adjudication,4,0.011111111,ST,,,
2057815,pre-adjudication,2,0.006666667,ST,,,
2057816,pre-adjudication,3,0.008888889,ST,,,
2057817,pre-adjudication,5,0.015555556,ST,,,
2057818,pre-adjudication,4,0.011111111,ST,,,
2057819,pre-adjudication,3,0.008888889,ST,,,
2057820,pre-adjudication,3,0.008888889,ST,,,
2057821,pre-adjudication,4,0.011111111,ST,,,
2057822,pre-adjudication,4,0.011111111,ST,,,
2057823,pre-adjudication,3,0.008888889,ST,,,
2057824,pre-adjudication,3,0.008888889,ST,,,
2057825,pre-adjudication,3,0.008888889,ST,,,
2057826,pre-adjudication,3,0.008888889,ST,,,
2057827,pre-adjudication,4,0.011111111,ST,,,
2057828,pre-adjudication,4,0.011111111,ST,,,
2057829,pre-adjudication,4,0.011111111,ST,,,
2057830,pre-adjudication,4,0.011111111,ST,,,
2057831,pre-adjudication,4,0.011111111,ST,,,
2057832,pre-adjudication,3,0.008888889,ST,,,
2057833,pre-adjudication,3,0.008888889,ST,,,
2057834,pre-adjudication,2,0.006666667,ST,,,
2057835,pre-adjudication,3,0.008888889,ST,,,
2057836,pre-adjudication,2,0.006666667,ST,,,
2057837,pre-adjudication,1,0.006666667,ST,,,
2057838,pre-adjudication,1,0.004444444,ST,,,
2057839,pre-adjudication,4,0.011111111,ST,,,
2057840,pre-adjudication,3,0.008888889,ST,,,
2057841,pre-adjudication,1,0.004444444,ST,,,
2057842,pre-adjudication,2,0.011111111,ST,,,
2057843,pre-adjudication,2,0.011111111,ST,,,
2057844,pre-adjudication,3,0.011111111,ST,,,
2057845,pre-adjudication,4,0.011111111,ST,,,
2057846,pre-adjudication,3,0.008888889,ST,,,
2057847,pre-adjudication,1,0.004444444,ST,,,
2057848,pre-adjudication,2,0.008888889,ST,,,
2057849,pre-adjudication,2,0.011111111,ST,,,
2057850,pre-adjudication,4,0.011111111,ST,,,
2057851,pre-adjudication,4,0.011111111,ST,,,
2057852,pre-adjudication,4,0.011111111,ST,,,
2057853,pre-adjudication,1,0.004444444,ST,,,
2057854,pre-adjudication,2,0.008888889,ST,,,
2057855,pre-adjudication,2,0.006666667,ST,,,
2057856,pre-adjudication,2,0.006666667,ST,,,
2057858,pre-adjudication,5,0.013333333,ST,,,
2057859,pre-adjudication,3,0.008888889,ST,,,
2057860,pre-adjudication,2,0.008888889,ST,,,
2057861,pre-adjudication,2,0.006666667,ST,,,
2057862,pre-adjudication,4,0.011111111,ST,,,
2057863,pre-adjudication,3,0.011111111,ST,,,
2057864,pre-adjudication,1,0.006666667,ST,,,
2057865,pre-adjudication,2,0.008888889,ST,,,
2057866,pre-adjudication,2,0.011111111,ST,,,
2057867,pre-adjudication,3,0.015555556,ST,,,
2057868,pre-adjudication,2,0.011111111,ST,,,
2057869,pre-adjudication,2,0.011111111,ST,,,
2057870,pre-adjudication,1,0.006666667,ST,,,
2057871,pre-adjudication,3,0.013333333,ST,,,
2057872,pre-adjudication,3,0.008888889,ST,,,
2057873,pre-adjudication,2,0.008888889,ST,,,
2057874,pre-adjudication,2,0.006666667,ST,,,
2057875,pre-adjudication,3,0.011111111,ST,,,
2057876,pre-adjudication,3,0.008888889,ST,,,
2057877,pre-adjudication,3,0.008888889,ST,,,
2057878,pre-adjudication,2,0.011111111,ST,,,
2057879,pre-adjudication,2,0.006666667,ST,,,
2057880,pre-adjudication,2,0.006666667,ST,,,
2057881,pre-adjudication,3,0.008888889,ST,,,
2057882,pre-adjudication,2,0.008888889,ST,,,
2057883,pre-adjudication,1,0.004444444,ST,,,
2057884,pre-adjudication,4,0.013333333,ST,,,
2057885,pre-adjudication,3,0.008888889,ST,,,
2057886,pre-adjudication,4,0.011111111,ST,,,
2057887,pre-adjudication,3,0.008888889,ST,,,
2057888,pre-adjudication,3,0.008888889,ST,,,
2057889,pre-adjudication,3,0.008888889,ST,,,
2057890,pre-adjudication,5,0.013333333,ST,,,
2057891,pre-adjudication,4,0.011111111,ST,,,
2057892,pre-adjudication,4,0.011111111,ST,,,
2057893,pre-adjudication,3,0.008888889,ST,,,
2057894,pre-adjudication,2,0.006666667,ST,,,
2057895,pre-adjudication,2,0.008888889,ST,,,
2057896,pre-adjudication,2,0.011111111,ST,,,
2057897,pre-adjudication,2,0.015555556,ST,,,
2057898,pre-adjudication,4,0.011111111,ST,,,
2057899,pre-adjudication,3,0.011111111,ST,,,
2057900,pre-adjudication,1,0.006666667,ST,,,
2057901,pre-adjudication,2,0.011111111,ST,,,
2057902,pre-adjudication,3,0.013333333,ST,,,
2057903,pre-adjudication,2,0.011111111,ST,,,
2057904,pre-adjudication,3,0.011111111,ST,,,
2057905,pre-adjudication,2,0.011111111,ST,,,
2057906,pre-adjudication,2,0.011111111,ST,,,
2057907,pre-adjudication,4,0.015555556,ST,,,
2057908,pre-adjudication,2,0.006666667,ST,,,
2057909,pre-adjudication,2,0.008888889,ST,,,
2057910,pre-adjudication,4,0.011111111,ST,,,
2057911,pre-adjudication,3,0.008888889,ST,,,
2057912,pre-adjudication,4,0.011111111,ST,,,
2057913,pre-adjudication,3,0.008888889,ST,,,
2057914,pre-adjudication,3,0.008888889,ST,,,
2057915,pre-adjudication,4,0.011111111,ST,,,
2057916,pre-adjudication,3,0.008888889,ST,,,
2057917,pre-adjudication,3,0.008888889,ST,,,
2057918,pre-adjudication,4,0.011111111,ST,,,
2057919,pre-adjudication,2,0.006666667,ST,,,
2057920,pre-adjudication,4,0.011111111,ST,,,
2057921,pre-adjudication,2,0.006666667,ST,,,
2057922,pre-adjudication,3,0.008888889,ST,,,
2057923,pre-adjudication,4,0.011111111,ST,,,
2057924,pre-adjudication,3,0.008888889,ST,,,
2057925,pre-adjudication,2,0.006666667,ST,,,
2057926,pre-adjudication,1,0.004444444,ST,,,
2057927,pre-adjudication,2,0.006666667,ST,,,
2057928,pre-adjudication,4,0.011111111,ST,,,
2057929,pre-adjudication,4,0.011111111,ST,,,
2057930,pre-adjudication,4,0.011111111,ST,,,
2057931,pre-adjudication,2,0.006666667,ST,,,
2057932,pre-adjudication,3,0.008888889,ST,,,
2057933,pre-adjudication,4,0.011111111,ST,,,
2057934,pre-adjudication,3,0.008888889,ST,,,
2057935,pre-adjudication,2,0.006666667,ST,,,
2057936,pre-adjudication,3,0.008888889,ST,,,
2057937,pre-adjudication,3,0.008888889,ST,,,
2057938,pre-adjudication,3,0.008888889,ST,,,
2057939,pre-adjudication,3,0.008888889,ST,,,
2057940,pre-adjudication,3,0.008888889,ST,,,
2057941,pre-adjudication,3,0.008888889,ST,,,
2057942,pre-adjudication,4,0.011111111,ST,,,
2057946,pre-adjudication,2,0.006666667,ST,,,
2057947,pre-adjudication,2,0.006666667,ST,,,
2057948,pre-adjudication,1,0.004444444,ST,,,
2057949,pre-adjudication,1,0.004444444,ST,,,
2057950,pre-adjudication,2,0.006666667,ST,,,
2057951,pre-adjudication,1,0.004444444,ST,,,
2057953,pre-adjudication,1,0.004444444,ST,,,
2057954,pre-adjudication,2,0.006666667,ST,,,
2057956,pre-adjudication,95,0.266666667,NR,,,
2057958,pre-adjudication,7,0.013333333,DG,,,
2057959,pre-adjudication,3,0.008888889,ST,,,
2057960,pre-adjudication,4,0.011111111,ST,,,
2057961,pre-adjudication,4,0.011111111,ST,,,
2057962,pre-adjudication,4,0.011111111,ST,,,
2057963,pre-adjudication,4,0.011111111,ST,,,
2057964,pre-adjudication,3,0.008888889,ST,,,
2057965,pre-adjudication,3,0.008888889,ST,,,
2057966,pre-adjudication,2,0.006666667,ST,,,
2057967,pre-adjudication,4,0.011111111,ST,,,
2057968,pre-adjudication,4,0.011111111,ST,,,
2057969,pre-adjudication,4,0.011111111,ST,,,
2057970,pre-adjudication,4,0.011111111,ST,,,
2057971,pre-adjudication,4,0.011111111,ST,,,
2057972,pre-adjudication,4,0.011111111,ST,,,
2057973,pre-adjudication,4,0.011111111,ST,,,
2057974,pre-adjudication,4,0.011111111,ST,,,
2057975,pre-adjudication,4,0.011111111,ST,,,
2057976,pre-adjudication,4,0.011111111,ST,,,
2057977,pre-adjudication,4,0.013333333,DG|ST,,,
2057978,pre-adjudication,3,0.008888889,ST,,,
2057979,pre-adjudication,2,0.006666667,ST,,,
2057980,pre-adjudication,3,0.008888889,ST,,,
2057981,pre-adjudication,3,0.008888889,ST,,,
2057982,pre-adjudication,3,0.008888889,ST,,,
2057983,pre-adjudication,3,0.008888889,ST,,,
2057984,pre-adjudication,2,0.006666667,ST,,,
2057985,pre-adjudication,4,0.011111111,ST,,,
2057986,pre-adjudication,4,0.011111111,ST,,,
2057987,pre-adjudication,4,0.011111111,ST,,,
2057988,pre-adjudication,4,0.011111111,ST,,,
2057989,pre-adjudication,3,0.008888889,ST,,,
2057990,pre-adjudication,2,0.006666667,ST,,,
2057991,pre-adjudication,2,0.006666667,ST,,,
2057992,pre-adjudication,4,0.011111111,ST,,,
2057993,pre-adjudication,4,0.011111111,ST,,,
2057994,pre-adjudication,4,0.011111111,ST,,,
2057995,pre-adjudication,4,0.011111111,ST,,,
2057996,pre-adjudication,1,0.004444444,ST,,,
2057997,pre-adjudication,2,0.006666667,ST,,,
2057998,pre-adjudication,4,0.011111111,ST,,,
2057999,pre-adjudication,4,0.011111111,ST,,,
2058000,pre-adjudication,2,0.006666667,ST,,,
2058001,pre-adjudication,4,0.011111111,ST,,,
2058002,pre-adjudication,3,0.008888889,ST,,,
2058008,pre-adjudication,4,0.011111111,ST,,,
2058009,pre-adjudication,4,0.011111111,ST,,,
2058010,pre-adjudication,4,0.011111111,ST,,,
2058011,pre-adjudication,4,0.011111111,ST,,,
2058012,pre-adjudication,4,0.011111111,ST,,,
2058013,pre-adjudication,4,0.011111111,ST,,,
2058014,pre-adjudication,4,0.011111111,ST,,,
2058015,pre-adjudication,4,0.011111111,ST,,,
2058016,pre-adjudication,4,0.011111111,ST,,,
2058017,pre-adjudication,3,0.008888889,ST,,,
2058018,pre-adjudication,4,0.011111111,ST,,,
2058019,pre-adjudication,4,0.011111111,ST,,,
2058020,pre-adjudication,4,0.011111111,ST,,,
2058021,pre-adjudication,4,0.011111111,ST,,,
2058022,pre-adjudication,4,0.011111111,ST,,,
2058023,pre-adjudication,4,0.011111111,ST,,,
2058024,pre-adjudication,2,0.006666667,ST,,,
2058025,pre-adjudication,4,0.011111111,ST,,,
2058250,pre-adjudication,4,0.011111111,ST,,,
2058251,pre-adjudication,4,0.011111111,ST,,,
2058252,pre-adjudication,4,0.011111111,ST,,,
2058253,pre-adjudication,4,0.011111111,ST,,,
2058254,pre-adjudication,4,0.011111111,ST,,,
2058255,pre-adjudication,2,0.006666667,ST,,,
2058256,pre-adjudication,3,0.008888889,ST,,,
2058257,pre-adjudication,2,0.006666667,ST,,,
2058258,pre-adjudication,2,0.006666667,ST,,,
2058259,pre-adjudication,4,0.011111111,ST,,,
2058260,pre-adjudication,4,0.011111111,ST,,,
2058261,pre-adjudication,4,0.011111111,ST,,,
2058262,pre-adjudication,3,0.008888889,ST,,,
2058263,pre-adjudication,4,0.011111111,ST,,,
2058264,pre-adjudication,3,0.011111111,ST,,,
2058265,pre-adjudication,3,0.008888889,ST,,,
2058266,pre-adjudication,2,0.006666667,ST,,,
2058267,pre-adjudication,4,0.011111111,ST,,,
2058268,pre-adjudication,4,0.011111111,ST,,,
2058269,pre-adjudication,4,0.011111111,ST,,,
2058270,pre-adjudication,4,0.011111111,ST,,,
2058271,pre-adjudication,4,0.011111111,ST,,,
2058272,pre-adjudication,4,0.011111111,ST,,,
2058273,pre-adjudication,4,0.011111111,ST,,,
2058274,pre-adjudication,4,0.011111111,ST,,,
2058275,pre-adjudication,4,0.011111111,ST,,,
2058279,pre-adjudication,4,0.011111111,ST,,,
2058280,pre-adjudication,2,0.006666667,ST,,,
2058281,pre-adjudication,4,0.011111111,ST,,,
2058282,pre-adjudication,3,0.006666667,ST,,,
2058283,pre-adjudication,1,0.004444444,ST,,,
2058284,pre-adjudication,4,0.011111111,ST,,,
2058285,pre-adjudication,4,0.011111111,ST,,,
2058286,pre-adjudication,3,0.011111111,ST,,,
2058287,pre-adjudication,4,0.011111111,ST,,,
2058288,pre-adjudication,4,0.011111111,ST,,,
2058289,pre-adjudication,4,0.011111111,ST,,,
2058292,pre-adjudication,3,0.011111111,ST,,,
2058293,pre-adjudication,2,0.006666667,ST,,,
2058294,pre-adjudication,3,0.011111111,ST,,,
2058295,pre-adjudication,4,0.011111111,ST,,,
2058296,pre-adjudication,3,0.008888889,ST,,,
2058300,pre-adjudication,2,0.006666667,ST,,,
2058301,pre-adjudication,2,0.006666667,ST,,,
2058302,pre-adjudication,3,0.008888889,ST,,,
2058303,pre-adjudication,2,0.006666667,ST,,,
2058304,pre-adjudication,2,0.006666667,ST,,,
2058305,pre-adjudication,4,0.011111111,ST,,,
2058306,pre-adjudication,3,0.008888889,ST,,,
2058307,pre-adjudication,4,0.011111111,ST,,,
2058309,pre-adjudication,4,0.011111111,ST,,,
2058310,pre-adjudication,3,0.008888889,ST,,,
2058311,pre-adjudication,1,0.004444444,ST,,,
2058312,pre-adjudication,3,0.008888889,ST,,,
2058313,pre-adjudication,3,0.008888889,ST,,,
2058314,pre-adjudication,4,0.011111111,ST,,,
2058315,pre-adjudication,4,0.011111111,ST,,,
2058319,pre-adjudication,4,0.011111111,ST,,,
2058320,pre-adjudication,4,0.011111111,ST,,,
2058321,pre-adjudication,3,0.008888889,ST,,,
2058322,pre-adjudication,1,0.002222222,ST,,,
2058323,pre-adjudication,4,0.011111111,ST,,,
2058324,pre-adjudication,1,0.002222222,ST,,,
2058325,pre-adjudication,1,0.002222222,ST,,,
2058336,pre-adjudication,1,0.004444444,ST,,,
2058337,pre-adjudication,1,0.004444444,ST,,,
2058338,pre-adjudication,6,0.017777778,ST,,,
2058345,pre-adjudication,1,0.004444444,ST,,,
2058346,pre-adjudication,1,0.004444444,ST,,,
2058347,pre-adjudication,2,0.006666667,ST,,,
2058351,pre-adjudication,4,0.006666667,ST,,,
2058352,pre-adjudication,1,0.004444444,ST,,,
2058353,pre-adjudication,2,0.006666667,ST,,,
2058354,pre-adjudication,2,0.006666667,ST,,,
2058355,pre-adjudication,2,0.006666667,ST,,,
2058356,pre-adjudication,1,0.004444444,ST,,,
2058357,pre-adjudication,1,0.004444444,ST,,,
2058358,pre-adjudication,2,0.006666667,ST,,,
2058359,pre-adjudication,4,0.011111111,ST,,,
2058360,pre-adjudication,4,0.011111111,ST,,,
2058361,pre-adjudication,4,0.011111111,ST,,,
2058362,pre-adjudication,1,0.004444444,ST,,,
2058363,pre-adjudication,4,0.011111111,ST,,,
2058364,pre-adjudication,4,0.011111111,ST,,,
2058365,pre-adjudication,3,0.006666667,ST,,,
2058366,pre-adjudication,4,0.011111111,ST,,,
2058367,pre-adjudication,3,0.008888889,ST,,,
2058368,pre-adjudication,4,0.011111111,ST,,,
2058369,pre-adjudication,1,0.004444444,ST,,,
2058370,pre-adjudication,3,0.013333333,ST,,,
2058371,pre-adjudication,2,0.006666667,ST,,,
2058372,pre-adjudication,1,0.002222222,ST,,,
2058373,pre-adjudication,1,0.004444444,ST,,,
2058374,pre-adjudication,1,0.004444444,ST,,,
2058375,pre-adjudication,2,0.006666667,ST,,,
2058376,pre-adjudication,4,0.011111111,ST,,,
2058377,pre-adjudication,4,0.011111111,ST,,,
2058378,pre-adjudication,6,0.017777778,ST,,,
2058379,pre-adjudication,4,0.011111111,ST,,,
2058380,pre-adjudication,2,0.006666667,ST,,,
2058381,pre-adjudication,4,0.011111111,ST,,,
2058382,pre-adjudication,2,0.006666667,ST,,,
2058383,pre-adjudication,5,0.013333333,ST,,,
2058384,pre-adjudication,1,0.004444444,ST,,,
2058385,pre-adjudication,1,0.004444444,ST,,,
2058386,pre-adjudication,1,0.004444444,ST,,,
2058387,pre-adjudication,4,0.011111111,ST,,,
2058388,pre-adjudication,1,0.004444444,ST,,,
2058389,pre-adjudication,4,0.011111111,ST,,,
2058390,pre-adjudication,1,0.004444444,ST,,,
2058391,pre-adjudication,1,0.004444444,ST,,,
2058392,pre-adjudication,4,0.011111111,ST,,,
2058393,pre-adjudication,3,0.008888889,ST,,,
2058394,pre-adjudication,4,0.011111111,ST,,,
2058396,pre-adjudication,4,0.011111111,ST,,,
2058397,pre-adjudication,4,0.011111111,ST,,,
2058398,pre-adjudication,4,0.011111111,ST,,,
2058399,pre-adjudication,2,0.011111111,ST,,,
2058400,pre-adjudication,4,0.011111111,ST,,,
2058401,pre-adjudication,4,0.011111111,ST,,,
2058402,pre-adjudication,4,0.011111111,ST,,,
2058403,pre-adjudication,4,0.011111111,ST,,,
2058404,pre-adjudication,3,0.011111111,ST,,,
2058405,pre-adjudication,2,0.006666667,ST,,,
2058406,pre-adjudication,4,0.011111111,ST,,,
2058407,pre-adjudication,4,0.011111111,ST,,,
2058408,pre-adjudication,4,0.011111111,ST,,,
2058409,pre-adjudication,4,0.011111111,ST,,,
2058410,pre-adjudication,4,0.011111111,ST,,,
2058411,pre-adjudication,3,0.011111111,ST,,,
2058412,pre-adjudication,3,0.011111111,ST,,,
2058413,pre-adjudication,2,0.006666667,ST,,,
2058414,pre-adjudication,4,0.011111111,ST,,,
2058415,pre-adjudication,4,0.011111111,ST,,,
2058416,pre-adjudication,4,0.011111111,ST,,,
2058417,pre-adjudication,4,0.011111111,ST,,,
2058702,pre-adjudication,8,0.022222222,ST,,,
2058703,pre-adjudication,1,0.004444444,ST,,,
2058704,pre-adjudication,1,0.002222222,ST,,,
2058705,pre-adjudication,1,0.002222222,ST,,,
2058706,pre-adjudication,4,0.011111111,ST,,,
2058707,pre-adjudication,1,0.002222222,ST,,,
2058708,pre-adjudication,1,0.004444444,ST,,,
2058709,pre-adjudication,4,0.011111111,ST,,,
2058710,pre-adjudication,2,0.006666667,ST,,,
2058711,pre-adjudication,2,0.006666667,ST,,,
2058712,pre-adjudication,3,0.011111111,ST,,,
2058713,pre-adjudication,3,0.011111111,ST,,,
2058714,pre-adjudication,3,0.011111111,ST,,,
2058715,pre-adjudication,3,0.011111111,ST,,,
2058716,pre-adjudication,4,0.013333333,ST,,,
2058717,pre-adjudication,8,0.022222222,ST,,,
2058718,pre-adjudication,8,0.022222222,ST,,,
2058719,pre-adjudication,2,0.006666667,ST,,,
2058720,pre-adjudication,4,0.011111111,ST,,,
2058721,pre-adjudication,4,0.011111111,ST,,,
2058722,pre-adjudication,4,0.011111111,ST,,,
2058723,pre-adjudication,4,0.011111111,ST,,,
2058724,pre-adjudication,4,0.011111111,ST,,,
2058725,pre-adjudication,4,0.011111111,ST,,,
2058728,pre-adjudication,3,0.006666667,ST,,,
2058729,pre-adjudication,4,0.011111111,ST,,,
2058730,pre-adjudication,4,0.011111111,ST,,,
2058731,pre-adjudication,1,0.004444444,ST,,,
2058732,pre-adjudication,4,0.011111111,ST,,,
2058733,pre-adjudication,4,0.011111111,ST,,,
2058734,pre-adjudication,4,0.011111111,ST,,,
2058735,pre-adjudication,7,0.017777778,ST,,,
2058736,pre-adjudication,4,0.011111111,ST,,,
2058737,pre-adjudication,3,0.008888889,ST,,,
2058738,pre-adjudication,4,0.011111111,ST,,,
2058739,pre-adjudication,4,0.011111111,ST,,,
2058740,pre-adjudication,4,0.011111111,ST,,,
2058741,pre-adjudication,4,0.011111111,ST,,,
2058742,pre-adjudication,5,0.011111111,ST,,,
2058743,pre-adjudication,4,0.011111111,ST,,,
2058744,pre-adjudication,4,0.011111111,ST,,,
2058745,pre-adjudication,4,0.011111111,ST,,,
2058746,pre-adjudication,8,0.022222222,ST,,,
2058747,pre-adjudication,4,0.011111111,ST,,,
2058748,pre-adjudication,4,0.011111111,ST,,,
2058749,pre-adjudication,3,0.011111111,ST,,,
2058750,pre-adjudication,4,0.011111111,ST,,,
2058751,pre-adjudication,5,0.011111111,ST,,,
2058752,pre-adjudication,3,0.006666667,ST,,,
2058753,pre-adjudication,2,0.004444444,ST,,,
2058754,pre-adjudication,2,0.004444444,ST,,,
2058755,pre-adjudication,2,0.004444444,ST,,,
2058756,pre-adjudication,4,0.011111111,ST,,,
2058757,pre-adjudication,2,0.006666667,ST,,,
2058758,pre-adjudication,4,0.011111111,ST,,,
2058759,pre-adjudication,5,0.011111111,ST,,,
2058760,pre-adjudication,1,0.004444444,ST,,,
2058761,pre-adjudication,2,0.006666667,ST,,,
2058762,pre-adjudication,3,0.008888889,ST,,,
2058763,pre-adjudication,1,0.004444444,ST,,,
2058764,pre-adjudication,4,0.011111111,ST,,,
2058765,pre-adjudication,1,0.004444444,ST,,,
2058766,pre-adjudication,1,0.004444444,ST,,,
2058767,pre-adjudication,4,0.011111111,ST,,,
2058768,pre-adjudication,4,0.011111111,ST,,,
2058769,pre-adjudication,8,0.022222222,ST,,,
2058770,pre-adjudication,4,0.011111111,ST,,,
2058771,pre-adjudication,1,0.004444444,ST,,,
2058772,pre-adjudication,4,0.011111111,ST,,,
2058773,pre-adjudication,4,0.011111111,ST,,,
2058774,pre-adjudication,4,0.011111111,ST,,,
2058775,pre-adjudication,2,0.006666667,ST,,,
2058776,pre-adjudication,4,0.011111111,ST,,,
2058777,pre-adjudication,4,0.011111111,ST,,,
2058778,pre-adjudication,1,0.004444444,ST,,,
2058779,pre-adjudication,4,0.011111111,ST,,,
2058780,pre-adjudication,3,0.006666667,ST,,,
2058781,pre-adjudication,1,0.004444444,ST,,,
2058782,pre-adjudication,5,0.013333333,ST,,,
2058783,pre-adjudication,4,0.011111111,ST,,,
2058784,pre-adjudication,4,0.011111111,ST,,,
2058785,pre-adjudication,4,0.011111111,ST,,,
2058786,pre-adjudication,4,0.011111111,ST,,,
2058787,pre-adjudication,4,0.011111111,ST,,,
2058788,pre-adjudication,4,0.011111111,ST,,,
2058789,pre-adjudication,4,0.011111111,ST,,,
2058790,pre-adjudication,3,0.011111111,ST,,,
2058791,pre-adjudication,3,0.008888889,ST,,,
2058792,pre-adjudication,4,0.006666667,ST,,,
2058793,pre-adjudication,4,0.011111111,ST,,,
2058794,pre-adjudication,4,0.011111111,ST,,,
2058795,pre-adjudication,4,0.011111111,ST,,,
2058796,pre-adjudication,4,0.011111111,ST,,,
2058797,pre-adjudication,3,0.008888889,ST,,,
2058798,pre-adjudication,1,0.004444444,ST,,,
2058862,pre-adjudication,56,2,IR|ST,,,
2058939,pre-adjudication,1,0.004444444,ST,,,
2058940,pre-adjudication,1,0.004444444,ST|DG,,,
2059136,pre-adjudication,20,0.1,IR,,,
2059169,pre-adjudication,10,0.222222222,IR,,,
2059171,pre-adjudication,40,0.911111111,ST|IR,,,
2059192,pre-adjudication,150,2,IR|ST,,,
2059193,pre-adjudication,400,2,IR|ST,,,
2059194,pre-adjudication,400,1.5,IR|ST,,,
2059195,pre-adjudication,600,6,ST|IR,,,
2059196,pre-adjudication,75,3,ST|IR,,,
2059197,pre-adjudication,200,2,IR|ST,,,
2059442,pre-adjudication,150,0.333333333,IR,,,
2059446,pre-adjudication,16,0.022222222,DG|ST,,,
2059447,pre-adjudication,585,2,ST|IR,,,
2059448,pre-adjudication,4060,9.722222222,IR|ST,,,
2059470,pre-adjudication,1,0.004444444,DG,,,
2059499,pre-adjudication,68,0.34,IR,,,
2059502,pre-adjudication,8,0.04,IR|ST,,,
2059503,pre-adjudication,2,0.033333333,DG,,,
2059504,pre-adjudication,60,2,IR|ST,,,
2059505,pre-adjudication,80,1.5,IR|ST,,,
2059510,pre-adjudication,3,0.03,IR|ST,,,
2059511,pre-adjudication,620,3,IR|ST,,,
2059512,pre-adjudication,180,2,ST|IR,,,
2059514,pre-adjudication,1,0.01,ST,,,
2059516,pre-adjudication,2,0.01,DG,,,
2059538,pre-adjudication,2.5,0.088888889,IR,,,
2060267,pre-adjudication,72,0.333333333,IR|ST,,,
2060269,pre-adjudication,160,0.248888889,IR|ST,,,
2060290,pre-adjudication,20,1,ST|IR,,,
2060291,pre-adjudication,320,1.777777778,IR,,,
2060352,pre-adjudication,40,0.055555556,IR|ST,,,
2060392,pre-adjudication,40,0.222222222,IR,,,
2060404,pre-adjudication,20,0.222222222,IR|ST,,,
2060414,pre-adjudication,1,0.02,DG,,,
2060481,pre-adjudication,1.5,0.066666667,IR,,,
2060511,pre-adjudication,400,3,IR|ST,,,
2060513,pre-adjudication,40,1,IR,,,
2060547,pre-adjudication,6,0.06,IR,,,
2060556,pre-adjudication,684.2,0.255555556,IR|DG,,,
2060557,pre-adjudication,1200,12,IR,,,
