WRDocID,Class,Qa_filled,Qi_filled,Purpose,,,
4759946,post-adjudication,375,4.6,IR|WL|IR,,,
4759960,post-adjudication,1668,7.784,IR,,,
4759973,post-adjudication,456,2.128,IR|IR,,,
4759984,post-adjudication,4,0.006,ST|ST,,,
4759994,post-adjudication,10,0.018,ST|ST,,,
4760006,post-adjudication,19.8,0.06,IR|IR,,,
4760018,post-adjudication,13.2,0.04,IR|IR,,,
4760031,post-adjudication,1,0.02,ST|ST,,,
4760044,post-adjudication,4,0.02,ST|DS,,,
4760053,post-adjudication,9,0.04,ST|IR,,,
4760062,post-adjudication,3,0.02,ST|ST,,,
4760074,post-adjudication,1,0.02,NA,,,
4760085,post-adjudication,5,0.014,DM,,,
4760095,post-adjudication,1.3,0.02,ST|ST,,,
4760108,post-adjudication,7.04,0.051,ST|IR|DS,,,
4760119,post-adjudication,3,0.03,ST|ST|DS|DS,,,
4760132,post-adjudication,0.65,0.02,ST|ST,,,
4760145,post-adjudication,0.65,0.02,ST|ST,,,
4760158,post-adjudication,42,0.14,IR|IR,,,
4760169,post-adjudication,93,0.93,ST|ST|IR|IR,,,
4760180,post-adjudication,240,0.556,DY|DY,,,
4760205,post-adjudication,NA,0.78,CI|CI,,,
4760215,post-adjudication,150,0.5,ST|IR|ST|IR,,,
4760227,post-adjudication,50.5,0.2,IR|IR|ST|ST,,,
4760240,post-adjudication,162,0.8,ST|ST|IR|IR,,,
4760252,post-adjudication,77,0.36,IR|IR,,,
4760263,post-adjudication,61,0.24,IR|IR,,,
4760274,post-adjudication,26,0.1,IR|IR,,,
4760285,post-adjudication,20,0.05,ST|IR,,,
4760294,post-adjudication,115.36,0.8,IR|IR|ST,,,
4760307,post-adjudication,242,1.2,IR|IR|ST|ST,,,
4760319,post-adjudication,25,0.04,ST|ST,,,
4760329,post-adjudication,12,0.06,IR|ST|IR|ST|DS|DS,,,
4760341,post-adjudication,0.5,0.01,DS|RE|DS,,,
4760354,post-adjudication,12.5,0.1,IR|IR,,,
4760368,post-adjudication,1,0.004,ST|ST,,,
4760378,post-adjudication,4,0.02,ST|DS|FR|ST,,,
4760390,post-adjudication,0.5,0.007,DS,,,
4760400,post-adjudication,2,0.02,DS|DS|ST|ST,,,
4760412,post-adjudication,2,0.01,ST|ST,,,
4760422,post-adjudication,30.6,0.47,IR|IR|DS|DS,,,
4760434,post-adjudication,85,0.22,IR|ST|ST|IR,,,
4760446,post-adjudication,1,0.01,ST|ST,,,
4760456,post-adjudication,1,0.02,DS|DS,,,
4760466,post-adjudication,10,0.05,IR|DS|DS|IR,,,
4760477,post-adjudication,12,0.04,IR|IR,,,
4760487,post-adjudication,4,0.025,RE|DM|DM,,,
4760498,post-adjudication,2,0.02,IR,,,
4760509,post-adjudication,2,0.02,DS|ST|IR|IR|ST,,,
4760521,post-adjudication,1,0.01,NA,,,
4760530,post-adjudication,6.6,0.0167,IR|IR,,,
4760540,post-adjudication,0.5,0.002,NA,,,
4760549,post-adjudication,0.5,0.01,DS|RE|DS,,,
4760562,post-adjudication,53,0.5,DS|ST|IR|DS|IR|ST,,,
4760574,post-adjudication,1,0.01,HW|CI,,,
4760584,post-adjudication,1,0.02,DS|DS,,,
4760594,post-adjudication,108,0.52,CN|IR|ST,,,
4760606,post-adjudication,6,0.02,ST|ST,,,
4760616,post-adjudication,51.76,0.405,ST|CN|ST|IR|IR,,,
4760632,post-adjudication,6,0.02,IR|IR,,,
4760642,post-adjudication,2,0.01,DS|DS,,,
4760652,post-adjudication,0.25,0.01,ST|ST,,,
4760662,post-adjudication,7.5,0.04,FR|DS|IR|IR,,,
4760676,post-adjudication,2,0.02,ST|DS|DS|ST,,,
4760687,post-adjudication,3.44,0.02,IR,,,
4760700,post-adjudication,3.44,0.02,IR,,,
4760713,post-adjudication,6.88,0.04,IR,,,
4760726,post-adjudication,57.83,0.34,IR,,,
4760740,post-adjudication,43.91,0.26,IR,,,
4760753,post-adjudication,92.38,0.54,IR,,,
4760766,post-adjudication,NA,0.41,WL,,,
4760776,post-adjudication,4,0.02,DS|FR,,,
4760787,post-adjudication,3.5,0.05,ST|ST,,,
4760797,post-adjudication,2,0.02,IR|DS|IR|DS,,,
4760809,post-adjudication,0.5,0.01,DS|DS|RE,,,
4760820,post-adjudication,0.5,0.01,RE|DS|DS,,,
4760832,post-adjudication,7.3,0.1,IR|DM|RE|IR|DM,,,
4760844,post-adjudication,2.5,0.03,RE|DS|DS|EN,,,
4760856,post-adjudication,0.5,0.01,DS|RE|DS,,,
4760868,post-adjudication,4,0.11,DM|DM,,,
4760878,post-adjudication,24.5,0.12,DS|IR|DS|IR,,,
4760889,post-adjudication,NA,1,FS|FS,,,
4760902,post-adjudication,NA,1.2,FS|FS,,,
4760915,post-adjudication,NA,1.2,FS|FS,,,
4760928,post-adjudication,1.4,0.04,DS|DS|ST|ST,,,
4760940,post-adjudication,28,0.115,IR|ST|ST|IR,,,
4760954,post-adjudication,6,0.04,NA,,,
4760968,post-adjudication,8,0.04,IR|IR,,,
4760982,post-adjudication,1,0.01,DS|DS,,,
4760992,post-adjudication,3,0.03,ST|DM|DM|ST,,,
4761003,post-adjudication,5,0.25,IR|IR,,,
4761014,post-adjudication,14.9,0.48,IR|ST|ST|IR,,,
4761027,post-adjudication,39,0.16,IR|IR,,,
4761037,post-adjudication,0.367,0.007,ST|ST,,,
4761050,post-adjudication,0.102,0.004,ST,,,
4761064,post-adjudication,0.097,0.002,ST,,,
4761078,post-adjudication,1.374,0.027,ST,,,
4761092,post-adjudication,1.437,0.03,ST,,,
4761102,post-adjudication,2,0.25,ST|ST,,,
4761114,post-adjudication,2,0.02,DS|IR|ST,,,
4761126,post-adjudication,15,0.075,IR,,,
4761135,post-adjudication,40,0.1,ST|IR|IR|ST,,,
4761149,post-adjudication,32.8,1,ST|IR|ST|IR,,,
4761160,post-adjudication,68,0.353,IR|IR,,,
4761175,post-adjudication,33,0.17,IR|IR,,,
4761189,post-adjudication,76,0.38,IR|IR,,,
4761204,post-adjudication,NA,0.22,FS,,,
4761214,post-adjudication,15,0.075,IR|IR,,,
4761229,post-adjudication,17,0.085,IR|IR,,,
4761244,post-adjudication,40,0.134,IR|IR,,,
4761254,post-adjudication,54,0.133,IR|IR,,,
4761264,post-adjudication,10,0.13,IR|IR,,,
4761275,post-adjudication,214,0.7,IR|ST|IR|ST,,,
4761287,post-adjudication,146.3,1.83,ST|IR|IR|ST,,,
4761303,post-adjudication,0.5,0.11,MI|DS|DS|CI,,,
4761314,post-adjudication,2.3,0.02,IR|IR,,,
4761324,post-adjudication,2.3,0.02,IR|IR,,,
4761334,post-adjudication,2.3,0.02,IR|IR,,,
4761345,post-adjudication,4,0.02,DS|FR,,,
4761356,post-adjudication,4,0.02,FR|DS|ST|ST,,,
4761368,post-adjudication,1,0.01,CI|HW,,,
4761378,post-adjudication,35,0.272,IR|IR|WL,,,
4761389,post-adjudication,31,0.53,ST|ST,,,
4761399,post-adjudication,13,0.02,ST|ST,,,
4761409,post-adjudication,25,0.04,ST|ST,,,
4761419,post-adjudication,13,0.02,ST|ST,,,
4761429,post-adjudication,25,0.04,ST|ST,,,
4761439,post-adjudication,13,0.02,ST|ST,,,
4761449,post-adjudication,25,0.04,ST|ST,,,
4761460,post-adjudication,13,0.02,ST|ST,,,
4761473,post-adjudication,3.3,0.3,FR,,,
4761483,post-adjudication,NA,NA,FR,,,
4761493,post-adjudication,30.5,0.04,DC|HW,,,
4761506,post-adjudication,15.4,0.07,DC|HW,,,
4761518,post-adjudication,1111.48,2.856,ST|IR|ST|IR,,,
4761530,post-adjudication,250.6,0.6,IR|ST|ST|IR,,,
4761541,post-adjudication,1.4,0.002,ST|ST,,,
4761551,post-adjudication,0.5,0.005,DM,,,
4761561,post-adjudication,0.5,0.01,DS|DS,,,
4761572,post-adjudication,0.5,0.0025,DS|DS,,,
4761582,post-adjudication,0.5,0.0025,DS|DS,,,
4761592,post-adjudication,1.8,0.005,DM|DM,,,
4761602,post-adjudication,0.5,0.0025,DS|DS,,,
4761613,post-adjudication,0.5,0.0025,DS|DS,,,
4761623,post-adjudication,260.8,1.3,IR|IR,,,
4761639,post-adjudication,28,0.14,IR|IR,,,
4761651,post-adjudication,1300,32.216,IR|IR,,,
4761664,post-adjudication,68,0.425,IR|IR,,,
4761676,post-adjudication,18,0.12,IR|IR,,,
4761693,post-adjudication,114,0.56,IR|ST|IR|ST,,,
4761705,post-adjudication,160,0.8,IR|IR,,,
4761715,post-adjudication,38.2,0.19,ST|IR|ST|IR,,,
4761726,post-adjudication,54,0.36,IR|IR,,,
4761736,post-adjudication,12,0.08,IR|IR,,,
4761748,post-adjudication,12.2,0.08,IR|ST|ST|IR,,,
4761763,post-adjudication,41.58,0.28,IR|IR,,,
4761775,post-adjudication,243.5,1,IR|IR|ST|ST,,,
4761788,post-adjudication,676,2.75,IR|IR|ST|ST,,,
4761801,post-adjudication,386.5,1.6,IR|IR,,,
4761811,post-adjudication,72.4,0.3,IR|IR,,,
4761821,post-adjudication,121.5,0.5,IR|ST|ST|IR,,,
4761834,post-adjudication,83.83,0.42,IR|IR,,,
4761847,post-adjudication,152,1,ST|IR|ST|IR,,,
4761861,post-adjudication,16,0.08,IR|IR,,,
4761871,post-adjudication,33.6,0.224,IR|IR,,,
4761881,post-adjudication,194.85,0.8,IR|ST|IR|ST,,,
4761894,post-adjudication,154.6,0.64,IR|IR,,,
4761904,post-adjudication,18,0.12,IR|IR,,,
4761914,post-adjudication,188,1.26,IR|ST|IR|ST,,,
4761929,post-adjudication,48,0.24,IR|IR,,,
4761939,post-adjudication,217.8,1.2,IR|IR,,,
4761953,post-adjudication,144,0.92,IR|IR,,,
4761967,post-adjudication,48,0.32,IR|IR,,,
4761977,post-adjudication,5.25,0.035,IR|IR,,,
4761987,post-adjudication,204,1.02,IR|IR,,,
4761999,post-adjudication,186.9,0.9,IR|IR,,,
4762010,post-adjudication,91.184,0.416,ST|IR|ST|IR,,,
4762026,post-adjudication,13.5,0.09,IR|IR,,,
4762036,post-adjudication,67,0.44,ST|ST|IR|IR,,,
4762050,post-adjudication,75,0.5,IR|IR,,,
4762060,post-adjudication,75,0.5,IR|IR,,,
4762072,post-adjudication,58.2,0.39,IR|IR,,,
4762084,post-adjudication,106.5,0.71,IR|IR,,,
4762098,post-adjudication,51,0.34,IR|IR,,,
4762109,post-adjudication,36,0.24,IR|IR,,,
4762119,post-adjudication,90,0.6,IR|IR,,,
4762130,post-adjudication,80,0.5,IR|IR,,,
4762142,post-adjudication,37.5,0.315,IR|IR,,,
4762152,post-adjudication,4.5,0.03,IR|IR,,,
4762163,post-adjudication,45,0.26,IR|IR,,,
4762175,post-adjudication,60,0.34,IR|IR,,,
4762187,post-adjudication,67.5,0.56,IR|IR,,,
4762199,post-adjudication,117,0.975,IR|IR,,,
4762211,post-adjudication,95.6,0.6,IR|IR,,,
4762223,post-adjudication,50.84,0.254,IR|IR,,,
4762235,post-adjudication,12,0.04,IR|IR,,,
4762245,post-adjudication,36,0.24,IR|IR,,,
4762259,post-adjudication,120,0.8,IR|IR,,,
4762269,post-adjudication,478.8,2.39,IR|IR,,,
4762288,post-adjudication,237.6,1.19,IR|IR,,,
4762300,post-adjudication,14,0.07,IR|IR,,,
4762310,post-adjudication,27.2,0.18,IR|IR,,,
4762322,post-adjudication,27,0.18,IR|IR,,,
4762335,post-adjudication,194.85,0.8,ST|IR|ST|IR,,,
4762350,post-adjudication,7.16,0.036,IR|IR,,,
4762361,post-adjudication,18,0.12,IR|IR,,,
4762371,post-adjudication,18,0.12,IR|IR,,,
4762381,post-adjudication,18,0.12,IR|IR,,,
4762391,post-adjudication,72,0.48,IR|ST|IR|ST,,,
4762404,post-adjudication,322,2.14,ST|IR|ST|IR,,,
4762415,post-adjudication,211,1.4,ST|ST|IR|IR,,,
4762427,post-adjudication,85,0.56,ST|IR|ST|IR,,,
4762439,post-adjudication,30,0.2,IR|IR,,,
4762449,post-adjudication,748.6,2.49,IR|IR|ST,,,
4762462,post-adjudication,36,0.24,IR|IR,,,
4762478,post-adjudication,12,0.06,IR|IR,,,
4762488,post-adjudication,229.6,1.148,IR|IR,,,
4762504,post-adjudication,8,0.04,IR|IR,,,
4762514,post-adjudication,1733,32.216,IR|IR,,,
4762529,post-adjudication,202.5,1.35,IR|IR,,,
4762539,post-adjudication,320,2,IR|IR,,,
4762550,post-adjudication,15,0.1,IR|IR,,,
4762563,post-adjudication,67.5,0.56,IR|IR,,,
4762575,post-adjudication,54,0.45,IR|IR,,,
4762590,post-adjudication,240,0.87,IFlow|IFlow,,,
4762604,post-adjudication,193.5,1.29,IR|IR,,,
4762615,post-adjudication,24,0.09,IR|IR,,,
4762626,post-adjudication,68,0.44,ST|IR|IR|ST,,,
4762641,post-adjudication,29.4,0.18,IR|IR,,,
4762651,post-adjudication,39,0.26,IR|IR,,,
4762662,post-adjudication,7.5,0.05,IR|IR,,,
4762672,post-adjudication,204,1.02,IR|IR,,,
4762685,post-adjudication,150,0.6,IR|IR,,,
4762695,post-adjudication,127,0.5,ST|IR|ST|IR,,,
4762706,post-adjudication,400,1.6,IR|IR,,,
4762723,post-adjudication,401,2,ST|ST|IR|IR,,,
4762734,post-adjudication,250,1,IR|IR|ST|ST,,,
4762746,post-adjudication,52,0.338,IR,,,
4762757,post-adjudication,52,0.338,IR|IR,,,
4762768,post-adjudication,623.5,2.5,IR|IR|ST|ST,,,
4762782,post-adjudication,915,2.6,ST|IR|ST|IR,,,
4762793,post-adjudication,247,0.7,IR|ST|IR|ST,,,
4762804,post-adjudication,683,2.36,ST|IR|IR|ST,,,
4762817,post-adjudication,NA,4,CI,,,
4762828,post-adjudication,7.5,0.04,IR|IR,,,
4762839,post-adjudication,2,0.01,ST|ST,,,
4762849,post-adjudication,144,0.75,IR|IR,,,
4762861,post-adjudication,96,0.313,IR|IR,,,
4762875,post-adjudication,1,0.01,IR|IR,,,
4762885,post-adjudication,100,0.7,IR|IR,,,
4762897,post-adjudication,6,0.134,IR|IR,,,
4762909,post-adjudication,35,4.5,FP|FP,,,
4762924,post-adjudication,19.5,0.12,IR|IR,,,
4762934,post-adjudication,17.5,0.07,IR|IR,,,
4762947,post-adjudication,103,0.35,IR|ST|IR|ST,,,
4762960,post-adjudication,6,0.04,IR|IR,,,
4762970,post-adjudication,NA,9,CI,,,
4762981,post-adjudication,10,0.04,IR|ST|IR|ST,,,
4762992,post-adjudication,46,0.16,ST|IR|IR|ST,,,
4763003,post-adjudication,979,2.73,ST|ST|IR|IR,,,
4763014,post-adjudication,302,0.82,ST|IR|IR|ST,,,
4763025,post-adjudication,700,4,IR|IR,,,
4763040,post-adjudication,87,0.45,IR|IR,,,
4763050,post-adjudication,24,0.15,IR|IR,,,
4763060,post-adjudication,204,0.73,IR|IR|CN,,,
4763071,post-adjudication,3,0.03,IR|ST,,,
4763080,post-adjudication,118,1,IR|IR|ST|ST,,,
4763091,post-adjudication,10,0.4,ST|IR,,,
4763102,post-adjudication,14,1.12,IR,,,
4763111,post-adjudication,7,0.5,IR|ST,,,
4763125,post-adjudication,10,0.3,ST|CN|IR,,,
4763136,post-adjudication,42,2.2,IR|ST,,,
4763152,post-adjudication,12,0.5,IR|ST,,,
4763168,post-adjudication,12,0.5,IR|ST,,,
4763181,post-adjudication,286.7,0.813,IR,,,
4763196,post-adjudication,133.85,0.313,IR,,,
4763206,post-adjudication,173.8,0.406,IR,,,
4763225,post-adjudication,12,0.5,ST|IR,,,
4763237,post-adjudication,34,2.7,IR|ST,,,
4763259,post-adjudication,24,2.7,IR|ST|IR|ST,,,
4763281,post-adjudication,42,2.2,IR|ST|ST|IR,,,
4763313,post-adjudication,39.95,0.093,IR,,,
4763322,post-adjudication,1,0.01,ST|ST,,,
4763332,post-adjudication,1,2.2,ST|ST,,,
4763345,post-adjudication,22,2.2,ST|IR|ST|IR,,,
4763363,post-adjudication,12,2.2,CN|ST|IR,,,
4763379,post-adjudication,32,1.87,ST|IR,,,
4763389,post-adjudication,24,2.7,ST|ST|IR|IR,,,
4763410,post-adjudication,7,0.03,IR,,,
4763422,post-adjudication,0.13,0.001,ST|ST,,,
4763432,post-adjudication,30,0.12,ST|IR|IR|ST,,,
4763444,post-adjudication,5.5,0.022,IR|IR|ST|ST,,,
4763457,post-adjudication,34.5,0.143,IR|ST|ST|IR,,,
4763470,post-adjudication,13,0.052,ST|ST|IR|IR,,,
4763483,post-adjudication,160,0.8,IR|ST|ST|IR,,,
4763495,post-adjudication,100,0.5,ST|IR|ST|IR,,,
4763507,post-adjudication,605,2,ST|ST|IR|IR,,,
4763519,post-adjudication,292,1.2,IR|ST|IR|ST,,,
4763531,post-adjudication,83.4,0.33,ST|IR|IR|ST,,,
4763543,post-adjudication,354.7,2.27,IR|ST|ST|IR,,,
4763559,post-adjudication,12.5,0.05,ST|IR|IR|ST,,,
4763570,post-adjudication,77.5,0.325,ST|IR|ST|IR,,,
4763581,post-adjudication,3214.7,30.2,IR|IR,,,
4763596,post-adjudication,34.6,0.168,ST|IR|IR|ST,,,
4763610,post-adjudication,25.5,0.1,IR|IR|ST|ST,,,
4763624,post-adjudication,46.8,0.18,ST|IR|ST|IR,,,
4763636,post-adjudication,277.2,1.34,ST|IR|IR|ST,,,
4763647,post-adjudication,101,0.4,ST|IR|IR|ST,,,
4763661,post-adjudication,320.5,1.07,IR|ST|ST|IR,,,
4763673,post-adjudication,266,1.06,ST|IR|ST|IR,,,
4763684,post-adjudication,182.49,0.7,ST|IR|IR|ST,,,
4763696,post-adjudication,5,0.02,IR|IR,,,
4763706,post-adjudication,6.25,0.04,IR|ST|IR|ST,,,
4763718,post-adjudication,100,0.38,IR|IR,,,
4763728,post-adjudication,400,1.4,IR|IR,,,
4763740,post-adjudication,527.16,2.7,IR|IR|ST|ST,,,
4763751,post-adjudication,11.85,0.045,ST|IR|ST|IR,,,
4763764,post-adjudication,50.5,0.2,ST|ST|IR|IR,,,
4763775,post-adjudication,51.4,0.252,IR|ST|ST|IR,,,
4763792,post-adjudication,60,0.236,ST|ST|IR|IR,,,
4763808,post-adjudication,375,1.5,IR|IR,,,
4763818,post-adjudication,280.5,1.18,ST|ST|IR|IR,,,
4763831,post-adjudication,160,0.64,IR|IR,,,
4763841,post-adjudication,100.25,0.4,IR|IR|ST|ST,,,
4763853,post-adjudication,37.5,0.15,IR|IR,,,
4763863,post-adjudication,499,4,ST|IR|IR|ST,,,
4763874,post-adjudication,48.79,0.31,IR|IR|ST|ST,,,
4763885,post-adjudication,121,0.4,IR|ST|ST|IR,,,
4763896,post-adjudication,327,1.3,ST|ST|IR|IR,,,
4763908,post-adjudication,146.5,0.58,IR|IR|ST|ST,,,
4763919,post-adjudication,370,1.48,IR|IR|ST|ST,,,
4763931,post-adjudication,1625.78,6.46,IR|ST|ST|CN|IR,,,
4763942,post-adjudication,350,1.75,ST|IR,,,
4763953,post-adjudication,15,0.08,IR|ST|IR|ST,,,
4763965,post-adjudication,737.5,2.938,IR|IR|ST|ST,,,
4763980,post-adjudication,750,3,IR|ST|IR|ST,,,
4763998,post-adjudication,205,0.82,ST|IR|ST|IR,,,
4764011,post-adjudication,355,1.42,IR|ST|IR|ST,,,
4764027,post-adjudication,61,0.24,ST|IR|IR|ST,,,
4764039,post-adjudication,450,1.9,IR|IR,,,
4764062,post-adjudication,34,0.136,ST|IR|IR|ST,,,
4764076,post-adjudication,67,0.268,ST|IR|IR|ST,,,
4764090,post-adjudication,202,0.796,ST|IR|IR|ST,,,
4764104,post-adjudication,152.92,1,IR|ST|IR|ST,,,
4764115,post-adjudication,26.5,0.1,IR|ST|ST|IR,,,
4764127,post-adjudication,35,0.39,ST|IR|IR|ST,,,
4764143,post-adjudication,52.4,0.6,IR|IR,,,
4764153,post-adjudication,190,0.78,ST|IR|ST|IR,,,
4764165,post-adjudication,77,0.4,ST|IR|ST|IR,,,
4764176,post-adjudication,2.5,0.01,IR|IR,,,
4764186,post-adjudication,100,0.4,IR|IR|ST|ST,,,
4764200,post-adjudication,200,0.8,ST|ST|IR|IR,,,
4764215,post-adjudication,730,3.2,IR|IR|ST|ST,,,
4764228,post-adjudication,331.72,2,IR|ST|IR|ST,,,
4764241,post-adjudication,139,0.66,IR|ST|IR|ST,,,
4764254,post-adjudication,500,2,ST|IR|IR|ST,,,
4764265,post-adjudication,2,0.008,ST|ST|IR|IR,,,
4764278,post-adjudication,171,0.68,ST|ST|IR|IR,,,
4764290,post-adjudication,331,1.32,ST|IR,,,
4764300,post-adjudication,28,0.18,IR|IR|ST|ST,,,
4764312,post-adjudication,1.2,0.02,DC|HW,,,
4764323,post-adjudication,6000,23.33,MU,,,
4764363,post-adjudication,393000,1193,IR,,,
4764372,post-adjudication,4545.9302,13.41,IR|ST,,,
4764384,post-adjudication,62396,147,IR,,,
4764397,post-adjudication,243217,573,IR,,,
4764410,post-adjudication,21.3,0.084,IR|IR,,,
4764421,post-adjudication,1892,9.46,IR,,,
4764432,post-adjudication,275,1,IR|IR,,,
4764442,post-adjudication,25.75,0.1,ST|IR|ST|IR,,,
4764453,post-adjudication,4,0.04,IR|IR,,,
4764464,post-adjudication,48,0.24,IR|IR,,,
4764476,post-adjudication,140,0.6,IR|IR,,,
4764492,post-adjudication,1,0.02,IR,,,
4764501,post-adjudication,49.5,0.3,IR|IR,,,
4764511,post-adjudication,1325.5,4.82,IR|IR,,,
4764525,post-adjudication,104.5,0.38,IR|IR,,,
4764535,post-adjudication,19.3,0.07,IR|IR,,,
4764547,post-adjudication,24,0.12,IR|IR,,,
4764557,post-adjudication,234,1,ST|IR|ST|IR,,,
4764568,post-adjudication,250,1.88,IR|FP|HP|IR,,,
4764583,post-adjudication,65,0.179,IR|IR,,,
4764596,post-adjudication,151.25,0.484,IR|IR,,,
4764610,post-adjudication,2,0.02,IR|IR,,,
4764620,post-adjudication,21866,59.25,ST|IR,,,
4764631,post-adjudication,42.25,0.16,ST|IR|IR|ST,,,
4764644,post-adjudication,67,0.25,IR|IR|ST|ST,,,
4764658,post-adjudication,110,0.4,IR|IR,,,
4764670,post-adjudication,49.5,0.2,IR,,,
4764679,post-adjudication,55,0.2,IR|IR,,,
4764690,post-adjudication,52.25,0.19,IR,,,
4764700,post-adjudication,357.5,1.5,IR|IR,,,
4764714,post-adjudication,11,0.04,IR|IR,,,
4764725,post-adjudication,19.25,0.25,IR|IR,,,
4764736,post-adjudication,44.7,0.176,IR,,,
4764747,post-adjudication,96,0.48,IR|IR,,,
4764762,post-adjudication,260,1,IR|IR,,,
4764773,post-adjudication,29,0.16,IR|IR,,,
4764786,post-adjudication,14961.0996,86.1,IR,,,
4764812,post-adjudication,10.3,0.06,IR|IR,,,
4764824,post-adjudication,4,0.02,IR|IR,,,
4764836,post-adjudication,4,0.02,IR|IR,,,
4764848,post-adjudication,4.2,0.04,IR|IR,,,
4764862,post-adjudication,2.02,0.02,IR|IR,,,
4764875,post-adjudication,82,0.32,IR|IR,,,
4764897,post-adjudication,121,0.44,IR|IR,,,
4764910,post-adjudication,8,0.13,IR|IR,,,
4764923,post-adjudication,47,0.22,IR|IR,,,
4764934,post-adjudication,12.5,0.1,IR,,,
4764945,post-adjudication,95,0.47,IR|IR,,,
4764957,post-adjudication,41.25,0.15,IR|IR,,,
4764967,post-adjudication,77,0.28,IR|IR,,,
4764979,post-adjudication,192.5,0.7,IR|IR,,,
4764990,post-adjudication,44,0.16,IR|IR,,,
4765001,post-adjudication,112,0.8,ST|IR|ST|IR,,,
4765014,post-adjudication,7,0.05,IR|IR,,,
4765025,post-adjudication,46,0.1,IR|IR,,,
4765036,post-adjudication,25,0.13,IR|IR,,,
4765047,post-adjudication,412,1.39,IR|IR,,,
4765063,post-adjudication,68,0.23,IR|IR,,,
4765073,post-adjudication,48,0.15,IR|IR,,,
4765083,post-adjudication,159.5,0.71,IR|IR,,,
4765094,post-adjudication,1131.892,3.51,IR|ST,,,
4765106,post-adjudication,837,2.5,ST|IR,,,
4765115,post-adjudication,33025,150,IR|ST,,,
4765138,post-adjudication,16800,150,ST|IR,,,
4765163,post-adjudication,1925,24,IR,,,
4765177,post-adjudication,14089,34,IR,,,
4765190,post-adjudication,145776,537,IR,,,
4765200,post-adjudication,12698,30,IR,,,
4765213,post-adjudication,138,2,IR,,,
4765226,post-adjudication,260796,689,IR,,,
4765239,post-adjudication,12000,700,IR,,,
4765251,post-adjudication,260,2.11,IR,,,
4765263,post-adjudication,60398,145,IR,,,
4765274,post-adjudication,17970.5,54,ST|IR,,,
4765291,post-adjudication,5990.2002,18,ST|IR,,,
4765308,post-adjudication,1107,58,ST|IR,,,
4765320,post-adjudication,4281.2998,14.6,IR,,,
4765333,post-adjudication,13781,38,ST|IR,,,
4765342,post-adjudication,959.4,3.1,IR,,,
4765353,post-adjudication,44040,125,ST|IR,,,
4765363,post-adjudication,597,2,IR|ST,,,
4765375,post-adjudication,299,1,IR|ST,,,
4765384,post-adjudication,299,1,ST|IR,,,
4765393,post-adjudication,149,0.5,IR|ST,,,
4765405,post-adjudication,8609,28,ST|IR,,,
4765414,post-adjudication,1200,37,IR,,,
4765423,post-adjudication,4222,13,IR,,,
4765433,post-adjudication,30,0.1,IR|IR,,,
4765449,post-adjudication,54,0.15,IR|IR,,,
4765461,post-adjudication,76,0.25,IR|IR,,,
4765473,post-adjudication,230,0.73,IR,,,
4765497,post-adjudication,30,0.1,IR|IR,,,
4765515,post-adjudication,160,0.8,IR|IR,,,
4765527,post-adjudication,10,0.032,IR,,,
4765538,post-adjudication,2.5,0.01,IR|IR,,,
4765550,post-adjudication,0.66,0.002,IR,,,
4765561,post-adjudication,9.2,0.04,IR,,,
4765572,post-adjudication,NA,210,PO,,,
4765584,post-adjudication,NA,1539,PO,,,
4765596,post-adjudication,NA,1123,PO,,,
4765610,post-adjudication,250,10,ST|ST,,,
4765622,post-adjudication,25767.5,80,IR,,,
4765632,post-adjudication,8200,25,IR,,,
4765642,post-adjudication,18000,50,IR,,,
4765660,post-adjudication,209670,724.1,IR|IFlow,,,
4765678,post-adjudication,10246,23,IR,,,
4765687,post-adjudication,18000,1000,IR,,,
4765698,post-adjudication,9490,94,ST,,,
4765707,post-adjudication,250000,935,IR,,,
4765724,post-adjudication,100000,374,IR,,,
4765759,post-adjudication,484,5,IFlow|DC|FR|CI|IFlow,,,
4765772,post-adjudication,5501,23.32,ST|ST|IR|IR,,,
4765793,post-adjudication,1560,4,IR|IR,,,
4765804,post-adjudication,2879,7.26,ST|IR|IR|ST,,,
4765816,post-adjudication,3580,27.01,CN|IR|IR,,,
4765827,post-adjudication,380,3.38,CN|IR|IR,,,
4765839,post-adjudication,220,1.69,ST|IR|IR|ST,,,
4765851,post-adjudication,123.48,1.41,IR|ST|IR|ST,,,
4765862,post-adjudication,2206,6,IR|IR|IR|IR|IR,,,
4765876,post-adjudication,1354.2,4.62,IR|IR|IR|IR|IR|IR|IR|IR,,,
4765893,post-adjudication,300.5,1.8,ST|ST|IR|IR,,,
4765906,post-adjudication,82.6,0.33,ST|IR|IR|FR|ST,,,
4765921,post-adjudication,7971.2002,23.5,ST|IR|ST|IR,,,
4765935,post-adjudication,11,0.0313,IR|IR,,,
4765947,post-adjudication,250,2,IR|ST|IR|ST,,,
4765962,post-adjudication,10.25,0.06,IR|ST|ST|IR,,,
4765973,post-adjudication,10.25,0.06,IR|ST|IR|ST,,,
4765986,post-adjudication,11,0.06,IR|IR,,,
4765997,post-adjudication,19.25,0.08,IR|ST|ST|IR,,,
4766009,post-adjudication,2.76,0.02,IR|IR,,,
4766021,post-adjudication,485.4,4.29,IR|IFlow|MT,,,
4766031,post-adjudication,392,1,IFlow|MT|IFlow|IFlow,,,
4766045,post-adjudication,891.015,2.185,ST|IR|ST|CN,,,
